	QUESTION	Q_UNDERGOER	Q_ENABLER	Q_TRIGGER	Q_RESULT	Q_UNDERSPECIFIED	ANSWER_CHOICE	ANSWER_SENTENCE	A_UNDERGOER	A_ENABLER	A_TRIGGER	A_RESULT	A_UNDERSPECIFIED	UNDERGOER_SCORE	ENABLER_SCORE	TRIGGER_SCORE	RESULT_SCORE	UNDERSPECIFIED_SCORE	CORRECT_ANSWER	PREDICTED_ANSWER	PREDICTION
4399	If a snake copies another snake it is called 	snake	None	copies another snake	None	None	camouflage	Camouflage is an adaptation that helps many animals avoid detection by predators or prey because it allows them to blend in to their natural environments.	animals	avoid detection by predators or prey	adaptation	blend in to their natural environments	None	0.1764		0.0			mimicry	mimicry	True
4400	If a snake copies another snake it is called 	snake	None	copies another snake	None	None	camouflage	Structural adaptation that enables species to blend with their surroundings	species	None	adaptation	blend with their surroundings	None	0.0		0.0			mimicry	mimicry	True
4401	If a snake copies another snake it is called 	snake	None	copies another snake	None	None	camouflage	A primary defense against predators throughout the animal kingdom (and against the enemy during human warfare) is to avoid detection or recognition through camouflage	animal	primary defense against predators	camouflage	avoid detection or recognition	None	0.1764		0.0			mimicry	mimicry	True
4402	If a snake copies another snake it is called 	snake	None	copies another snake	None	None	camouflage	Animals that change color or are of a color similar to their environment can camouflage themselves so that they cannot be easily seen.	Animals	None	change color | camouflage	can not be easily seen	None	0.1764		0.00806189651654			mimicry	mimicry	True
4403	If a snake copies another snake it is called 	snake	None	copies another snake	None	None	camouflage	Something, that makes an animal, person, building etc. difficult for enemies to see.		None		None	None	0.0		0.0			mimicry	mimicry	True
4404	If a snake copies another snake it is called 	snake	None	copies another snake	None	None	camouflage	Camouflage is a method of avoiding detection by mimicking the surrounding environment		None	mimicking the surrounding environment	avoiding detection	None	0.0		0.08085584114239999			mimicry	mimicry	True
4405	If a snake copies another snake it is called 	snake	None	copies another snake	None	None	camouflage	The leopard's camouflage makes it blend in with the forest shadows.	leopard	None	camouflage	blend in with the forest shadows	None	0.0		0.0			mimicry	mimicry	True
4406	If a snake copies another snake it is called 	snake	None	copies another snake	None	None	camouflage	Rabbits use their white fur as camouflage in the snow.	Rabbits	white fur	camouflage |use	None	snow	0.0		0.0			mimicry	mimicry	True
4407	A period when an animal goes into a long, deep sleep is called 	animal	None	period	None	None	hibernation	Some animals hibernate for part or all of the winter.	animals	winter	hibernate	None	None	1.0		0.0			hibernation	migration	False
4408	A period when an animal goes into a long, deep sleep is called 	animal	None	period	None	None	hibernation	There are many animals who hibernate in winter.	animals	winter	hibernate	None	None	1.0		0.0			hibernation	migration	False
4409	A period when an animal goes into a long, deep sleep is called 	animal	None	period	None	None	hibernation	Most animals hibernate when it becomes too cold and it is hard to find food.	animals	too cold and it is hard to find food	hibernate	None	None	1.0		0.0			hibernation	migration	False
4410	A period when an animal goes into a long, deep sleep is called 	animal	None	period	None	None	hibernation	Every animal hibernates in different ways.	animal	None	hibernates	None	None	1.0		0.0			hibernation	migration	False
4411	A period when an animal goes into a long, deep sleep is called 	animal	None	period	None	None	hibernation	Before entering hibernation, animals need to store enough energy to last through the entire winter.	animals	None	hibernation	None	store enough energy	1.0		0.0			hibernation	migration	False
4412	A period when an animal goes into a long, deep sleep is called 	animal	None	period	None	None	hibernation	Hibernation is going into a dormant state for the winter.		winter	going into a dormant state	None	None	0.0		0.015625			hibernation	migration	False
4413	A period when an animal goes into a long, deep sleep is called 	animal	None	period	None	None	hibernation	When some animals prepare for the long winters by storing food and going dormant it is called hibernation.	animals	long winters	storing food and going dormant	None	None	1.0		0.015625			hibernation	migration	False
4414	A period when an animal goes into a long, deep sleep is called 	animal	None	period	None	None	hibernation	Hibernation is a state of inactivity and metabolic depression in endotherms	endotherms	None	state of inactivity and metabolic depression	None	None	0.0		0.0022675736961500002			hibernation	migration	False
4415	A period when an animal goes into a long, deep sleep is called 	animal	None	period	None	None	hibernation	Hibernation is an extended period of deep sleep, or torpor, that allows animals to survive winter extremes	animals	None	deep sleep | torpor	survive winter extremes	None	1.0		0.00031887755102			hibernation	migration	False
4416	A period when an animal goes into a long, deep sleep is called 	animal	None	period	None	None	hibernation	Hibernation is a deep sleep that helps them to save energy and survive the winter without eating much.		None	deep sleep	survive the winter	None	0.0		0.00031887755102			hibernation	migration	False
4417	A period when an animal goes into a long, deep sleep is called 	animal	None	period	None	None	hibernation	Ways that animals respond to changes in their environment, such as seasonal changes include hibernation, migration, growing thick fur, or shivering.	animals	changes in their environment seasonal	hibernation	None	None	1.0		0.0			hibernation	migration	False
4418	A period when an animal goes into a long, deep sleep is called 	animal	None	period	None	None	hibernation	When some animals prepare for the long winters by storing food and going dormant it is called hibernation.	animals	long winters	hibernation |  storing food and going dormant	None	None	1.0		0.015625			hibernation	migration	False
4419	A period when an animal goes into a long, deep sleep is called 	animal	None	period	None	None	hibernation	Hibernation is a state of resting (torpor) or deep sleep some animals go into to conserve energy, usually during the winter.	animals	winter	resting | deep sleep	None	None	1.0		0.00031887755102			hibernation	migration	False
4420	A period when an animal goes into a long, deep sleep is called 	animal	None	period	None	None	hibernation	During hibernation animals slow their metabolism to very low levels, with body temperature and breathing rates lowered, gradually using up body fat which was stored up during the warmer months during which the animal was active.	animals	None	slow their metabolism to very low levels, with body temperature and breathing rates lowered	None	None	1.0		0.0			hibernation	migration	False
4421	A period when an animal goes into a long, deep sleep is called 	animal	None	period	None	None	hibernation	Some animals hibernate (go into a deep sleep) so they can survive throughout the cold season when the weather is freezing and the food is scarce.	animals	cold season weather is freezing food scarce	hibernate |  go into a deep sleep	survive	None	1.0		0.015625			hibernation	migration	False
4422	A period when an animal goes into a long, deep sleep is called 	animal	None	period	None	None	hibernation	When some animals prepare for the long winters by storing food and going dormant it is called hibernation.	animals	long winters	storing food and going dormant | hibernation	None	None	1.0		0.015625			hibernation	migration	False
4423	A period when an animal goes into a long, deep sleep is called 	animal	None	period	None	None	hibernation	to spend the winter in close quarters in a dormant condition, as bears and certain other animals.	bears animals	None	dormant condition	None	close quarters	1.0		0.0			hibernation	migration	False
4424	A period when an animal goes into a long, deep sleep is called 	animal	None	period	None	None	hibernation	An inactive state resembling deep sleep in which certain animals living in cold climates pass the winter.	animals	cold climates winter	inactive state | deep sleep	None	None	1.0		0.00031887755102			hibernation	migration	False
4425	A period when an animal goes into a long, deep sleep is called 	animal	None	period	None	None	hibernation	Hibernation is a state of inactivity and metabolic depression in endotherms.	endotherms	None	state of inactivity | metabolic depression	None	None	0.0		0.0022675736961500002			hibernation	migration	False
4426	A period when an animal goes into a long, deep sleep is called 	animal	None	period	None	None	migration	Plants or go dormant, and animals alter the patterns of their lives, changing color, migrating, and even going dormant themselves.	animals	None	migrating	None	None	1.0		0.0			hibernation	migration	False
4427	A period when an animal goes into a long, deep sleep is called 	animal	None	period	None	None	migration	Animals migrate in order to breed, grow, find food or avoid cold weather.	Animals	None	migrate	breed grow find food avoid cold weather	None	1.0		0.0			hibernation	migration	False
4428	A period when an animal goes into a long, deep sleep is called 	animal	None	period	None	None	migration	Animals may migrate to raise their young, find the food they need, to stay warm.	Animals	None	migrate	to raise their young find the food they need stay warm	None	1.0		0.0			hibernation	migration	False
4429	A period when an animal goes into a long, deep sleep is called 	animal	None	period	None	None	migration	Moving to a warmer climate in the cold months is another way some animals deal with changes in the weather.	animals	cold months changes in the weather	moving	None	None	1.0		0.0			hibernation	migration	False
4430	A period when an animal goes into a long, deep sleep is called 	animal	None	period	None	None	migration	When animals move to a warmer climate to avoid the change in seasons, we call this migration.	animals	change in seasons	move | migration	None	None	1.0		0.0			hibernation	migration	False
4431	A period when an animal goes into a long, deep sleep is called 	animal	None	period	None	None	migration	migration is the relatively long distance movement of individuals, usually on a seasonal basis	individuals	None	long distance movement | migration	None	seasonal	0.0		0.0			hibernation	migration	False
4432	A period when an animal goes into a long, deep sleep is called 	animal	None	period	None	None	migration	Migratory behavior is persistent and straightened out movement effected by the animal’s own locomotory exertions or by its active embarkation upon a vehicle	animal	locomotory exertions active embarkation	movement	None	None	1.0		0.0			hibernation	migration	False
4433	A period when an animal goes into a long, deep sleep is called 	animal	None	period	None	None	migration	The definition of a migration is a movement to another place, often of a large group of people or animals.	people animals	None	movement to another place	None	None	1.0		0.0			hibernation	migration	False
4434	A period when an animal goes into a long, deep sleep is called 	animal	None	period	None	None	migration	When animals move to a warmer climate to avoid the change in seasons, we call this migration.	animals	change in seasons	move | migration	None	warmer climate	1.0		0.0			hibernation	migration	False
4435	A period when an animal goes into a long, deep sleep is called 	animal	None	period	None	None	migration	the periodic passage of groups of animals (especially birds or fishes) from one region to another for feeding or breeding	animals birds fishes	for feeding or breeding	periodic passage	from one region to another	None	1.0		1.0			hibernation	migration	False
4436	A period when an animal goes into a long, deep sleep is called 	animal	None	period	None	None	migration	food is the single most important reason that animals migrate	animals	food	migrate	None	None	1.0		0.0			hibernation	migration	False
4437	A period when an animal goes into a long, deep sleep is called 	animal	None	period	None	None	migration	Animals also migrate to avoid extreme heat or cold	Animals	avoid extreme heat or cold	migrate	None	None	1.0		0.0			hibernation	migration	False
4438	A period when an animal goes into a long, deep sleep is called 	animal	None	period	None	None	migration	(of an animal, typically a bird or fish) move from one region or habitat to another, especially regularly according to the seasons.	animal bird fish	seasons	move	one region or habitat to another	regularly	1.0		0.0			hibernation	migration	False
4439	A period when an animal goes into a long, deep sleep is called 	animal	None	period	None	None	migration	Migration is moving to warmer climates.		None	moving	None	None	0.0		0.0			hibernation	migration	False
4440	A period when an animal goes into a long, deep sleep is called 	animal	None	period	None	None	migration	Many mammals, birds, fishes, insects, and other animals move from one place to another at certain times of the year.	mammals birds fishes insects animals	None	move	one place to another	certain times of the year	1.0		0.0			hibernation	migration	False
4441	A period when an animal goes into a long, deep sleep is called 	animal	None	period	None	None	migration	The seasonal movement of a complete population of animals from one area to another.	animals	None	seasonal movement	from one area to another	None	1.0		0.0			hibernation	migration	False
4442	A period when an animal goes into a long, deep sleep is called 	animal	None	period	None	None	migration	The movement of one atom or more, or of a double bond, from one position to another within a molecule.	atom double bond	None	movement	from one position to another	molecule	0.0		0.0			hibernation	migration	False
4443	A period when an animal goes into a long, deep sleep is called 	animal	None	period	None	None	migration	Animal migration is the relatively long-distance movement of individuals, usually on a seasonal basis.	Animal	None	movement | migration	None	None	1.0		0.0			hibernation	migration	False
4444	A period when an animal goes into a long, deep sleep is called 	animal	None	period	None	None	camouflage	Some animals use camouflage to hide from their enemies.	animals	None	camouflage	hide from their enemies	None	1.0		0.0			hibernation	migration	False
4445	A period when an animal goes into a long, deep sleep is called 	animal	None	period	None	None	camouflage	Most animals of the open sea use at least one of these methods to camouflage themselves.	animals	None	camouflage	None	None	1.0		0.0			hibernation	migration	False
4446	A period when an animal goes into a long, deep sleep is called 	animal	None	period	None	None	camouflage	Prey animals often use camouflage to hide from predators.	animals	None	camouflage	hide from predators	None	1.0		0.0			hibernation	migration	False
4447	A period when an animal goes into a long, deep sleep is called 	animal	None	period	None	None	camouflage	There are four basic ways animals camouflage themselves.	animals	None	camouflage	None	None	1.0		0.0			hibernation	migration	False
4448	A period when an animal goes into a long, deep sleep is called 	animal	None	period	None	None	camouflage	An example of animals that uses both aggressive and defensive camouflage is octopuses.	animals octopuses	None	camouflage	None	aggressive | defensive	1.0		0.0			hibernation	migration	False
4449	A period when an animal goes into a long, deep sleep is called 	animal	None	period	None	None	camouflage	Animals that change color or are of a color similar to their environment can camouflage themselves so that they cannot be easily seen.	Animals	None	change color | camouflage	can not be easily seen	None	1.0		0.0			hibernation	migration	False
4450	A period when an animal goes into a long, deep sleep is called 	animal	None	period	None	None	camouflage	Camouflage is the use of any combination of materials, coloration or illumination for concealment		None	use of any combination of materials, coloration or illumination	concealment	None	0.0		0.0			hibernation	migration	False
4451	A period when an animal goes into a long, deep sleep is called 	animal	None	period	None	None	camouflage	Camouflage is an adaptation that helps many animals avoid detection by predators or prey because it allows them to blend in to their natural environments.	animals	avoid detection by predators or prey	adaptation	blend in to their natural environments	None	1.0		0.0			hibernation	migration	False
4452	A period when an animal goes into a long, deep sleep is called 	animal	None	period	None	None	camouflage	Structural adaptation that enables species to blend with their surroundings	species	None	adaptation	blend with their surroundings	None	0.0		0.0			hibernation	migration	False
4453	A period when an animal goes into a long, deep sleep is called 	animal	None	period	None	None	camouflage	A primary defense against predators throughout the animal kingdom (and against the enemy during human warfare) is to avoid detection or recognition through camouflage	animal	primary defense against predators	camouflage	avoid detection or recognition	None	1.0		0.0			hibernation	migration	False
4454	A period when an animal goes into a long, deep sleep is called 	animal	None	period	None	None	camouflage	Animals that change color or are of a color similar to their environment can camouflage themselves so that they cannot be easily seen.	Animals	None	change color | camouflage	can not be easily seen	None	1.0		0.0			hibernation	migration	False
4455	A period when an animal goes into a long, deep sleep is called 	animal	None	period	None	None	camouflage	Something, that makes an animal, person, building etc. difficult for enemies to see.		None		None	None	0.0		0.0			hibernation	migration	False
4456	A period when an animal goes into a long, deep sleep is called 	animal	None	period	None	None	camouflage	Camouflage is a method of avoiding detection by mimicking the surrounding environment		None	mimicking the surrounding environment	avoiding detection	None	0.0		0.0			hibernation	migration	False
4457	A period when an animal goes into a long, deep sleep is called 	animal	None	period	None	None	camouflage	The leopard's camouflage makes it blend in with the forest shadows.	leopard	None	camouflage	blend in with the forest shadows	None	0.25		0.0			hibernation	migration	False
4458	A period when an animal goes into a long, deep sleep is called 	animal	None	period	None	None	camouflage	Rabbits use their white fur as camouflage in the snow.	Rabbits	white fur	camouflage |use	None	snow	0.173611111111		0.0			hibernation	migration	False
4459	Which would cause liquid water to change to a solid? 	solid	liquid water	change	None	None	freezing	Liquid water changing to ice is called freezing.	water		changing | freezing	ice	None	0.0	0.0	1.0			freezing	warming	False
4460	Which would cause liquid water to change to a solid? 	solid	liquid water	change	None	None	freezing	To pass from the liquid to the solid state by loss of heat.	liquid	loss of heat	pass	solid	None	0.0	0.0	0.00145843330296			freezing	warming	False
4461	Which would cause liquid water to change to a solid? 	solid	liquid water	change	None	None	freezing	Freezing, or solidification, is a phase transition in which a liquid turns into a solid when its temperature is lowered below its freezing point.	liquid	temperature is lowered below its point	phase transition | freezing | solidification	solid	None	0.0	0.0	0.27423822714699997			freezing	warming	False
4462	Which would cause liquid water to change to a solid? 	solid	liquid water	change	None	None	freezing	to become hardened into ice or into a solid body			become hardened	ice solid body	None	0.0	0.0	0.9767545675689999			freezing	warming	False
4463	Which would cause liquid water to change to a solid? 	solid	liquid water	change	None	None	freezing	Salt water needs a lower temperature to freeze than pure water.	Salt water	lower temperature	freeze	None	None	0.0	0.0	0.0308			freezing	warming	False
4464	Which would cause liquid water to change to a solid? 	solid	liquid water	change	None	None	freezing	Running water does not freeze as easily as water that is not moving.	water		freeze	None	None	0.0	0.0	0.0308			freezing	warming	False
4465	Which would cause liquid water to change to a solid? 	solid	liquid water	change	None	None	freezing	The water has changed from liquid water to solid ice through the process of freezing.	water		changed | freezing	solid ice	None	0.0	0.0	1.0			freezing	warming	False
4466	Which would cause liquid water to change to a solid? 	solid	liquid water	change	None	None	freezing	because some rocks absorb water and when water freezes it expands.	water		freezes | it expands	None	None	0.0	0.0	0.624349635796			freezing	warming	False
4467	Which would cause liquid water to change to a solid? 	solid	liquid water	change	None	None	freezing	Water as Ice Ice occurs when water vapour or liquid water freeze.	water vapour or liquid		freeze	Water as Ice	None	0.0	0.0	0.0308			freezing	warming	False
4468	Which would cause liquid water to change to a solid? 	solid	liquid water	change	None	None	freezing	Liquid water changing to ice is called freezing.	water		changing | freezing	ice	None	0.0	0.0	1.0			freezing	warming	False
4469	Which would cause liquid water to change to a solid? 	solid	liquid water	change	None	None	freezing	To pass from the liquid to the solid state by loss of heat.	liquid	loss of heat	pass	solid	None	0.0	0.0	0.00145843330296			freezing	warming	False
4470	Which would cause liquid water to change to a solid? 	solid	liquid water	change	None	None	freezing	Freezing, or solidification, is a phase transition in which a liquid turns into a solid when its temperature is lowered below its freezing point.	liquid	temperature is lowered below its point	phase transition | freezing | solidification	solid	None	0.0	0.0	0.27423822714699997			freezing	warming	False
4471	Which would cause liquid water to change to a solid? 	solid	liquid water	change	None	None	freezing	to become hardened into ice or into a solid body			become hardened	ice solid body	None	0.0	0.0	0.9767545675689999			freezing	warming	False
4472	Which would cause liquid water to change to a solid? 	solid	liquid water	change	None	None	freezing	Salt water needs a lower temperature to freeze than pure water.	Salt water	lower temperature	freeze	None	None	0.0	0.0	0.0308			freezing	warming	False
4473	Which would cause liquid water to change to a solid? 	solid	liquid water	change	None	None	freezing	Running water does not freeze as easily as water that is not moving.	water		freeze	None	None	0.0	0.0	0.0308			freezing	warming	False
4474	Which would cause liquid water to change to a solid? 	solid	liquid water	change	None	None	freezing	The water has changed from liquid water to solid ice through the process of freezing.	water		changed | freezing	solid ice	None	0.0	0.0	1.0			freezing	warming	False
4475	Which would cause liquid water to change to a solid? 	solid	liquid water	change	None	None	freezing	because some rocks absorb water and when water freezes it expands.	water		freezes | it expands	None	None	0.0	0.0	0.624349635796			freezing	warming	False
4476	Which would cause liquid water to change to a solid? 	solid	liquid water	change	None	None	freezing	Water as Ice Ice occurs when water vapour or liquid water freeze.	water vapour or liquid		freeze	Water as Ice	None	0.0	0.0	0.0308			freezing	warming	False
4477	Which would cause liquid water to change to a solid? 	solid	liquid water	change	None	None	heating	A toaster changes electrical energy into heat energy.		electrical	heat energy	None	None	0.0	0.0	0.173333333333			freezing	warming	False
4478	Which would cause liquid water to change to a solid? 	solid	liquid water	change	None	None	heating	there is mechanical energy, and there is heat energy.		mechanical energy	heat energy	None	None	0.0	0.0	0.173333333333			freezing	warming	False
4479	Which would cause liquid water to change to a solid? 	solid	liquid water	change	None	None	heating	When fuels are burnt first of all chemical energy changes to heat energy and sometimes to light energy as well.	fuels		burnt	light	None	0.0	0.0	0.0255952380952			freezing	warming	False
4480	Which would cause liquid water to change to a solid? 	solid	liquid water	change	None	None	heating	Burning changes the chemical energy of the wood to heat energy and light energy.		heat	burning	wood energy light	None	0.0	0.0	0.0255952380952			freezing	warming	False
4481	Which would cause liquid water to change to a solid? 	solid	liquid water	change	None	None	heating	May be used to heat air or water.		air or water	heat	None	None	0.0	0.428477692545	0.173333333333			freezing	warming	False
4482	Which would cause liquid water to change to a solid? 	solid	liquid water	change	None	None	warming	Then after a day of not using the water heater there is only luke warm water.				None	None	0.0	0.0	0.0			freezing	warming	False
4483	Which would cause liquid water to change to a solid? 	solid	liquid water	change	None	None	warming	So when energy is transferred from the water to the spoon, the spoon gets warmer and the water gets cooler.				None	None	0.0	0.0	0.0			freezing	warming	False
4484	Which would cause liquid water to change to a solid? 	solid	liquid water	change	None	None	warming	Global warming is doing many things to people as well as animals and plants.	many and plants		global warming	things people	None	0.0	0.0	0.6			freezing	warming	False
4485	Which would cause liquid water to change to a solid? 	solid	liquid water	change	None	None	warming	Sun provides energy for the water cycle: Solar energy warms water in the ocean, leading to evaporation.	energy	evaporation	warms	energy	in the ocean [location]	0.0	0.0	0.6			freezing	warming	False
4486	Which would cause liquid water to change to a solid? 	solid	liquid water	change	None	None	warming	The cold air cannot make water evaporate because it needs warm air to do that.	water		warm	do that	None	0.0	0.0	0.6			freezing	warming	False
4487	Which would cause liquid water to change to a solid? 	solid	liquid water	change	None	None	dripping	People buy coasters to keep condensed water from dripping off their chilled drink glass onto their coffee tables.	coasters	condensed	dripping off their chilled drink glass	water	None	0.0	0.0	0.0416666666667			freezing	warming	False
4488	"<span class=""blank""> </span>is the spinning of a planet on its axis. "	None	None	spinning	None	on its axis	rotation	The Earth rotates, or spins, on its axis once every 24 hours.	Earth	None	rotates | spins	None				1.0		0.0	rotation	rotation	True
4489	"<span class=""blank""> </span>is the spinning of a planet on its axis. "	None	None	spinning	None	on its axis	rotation	move or cause to move in a circle around an axis or center.	None	None	move in a circle	None				0.0774192661431		0.0	rotation	rotation	True
4490	"<span class=""blank""> </span>is the spinning of a planet on its axis. "	None	None	spinning	None	on its axis	rotation	A rotation is a circular movement of an object around a center (or point) of rotation.	object	None	rotation | circular movement	None				0.0217008570365		0.0	rotation	rotation	True
4491	"<span class=""blank""> </span>is the spinning of a planet on its axis. "	None	None	spinning	None	on its axis	rotation	It is the rotation of the Earth that makes the sun appear to move through the sky during the day, rising in the east and setting in the west.	Earth	None	rotation	None	makes the sun appear to move through the sky during the day, rising in the east and setting in the west			0.02		0.0	rotation	rotation	True
4492	"<span class=""blank""> </span>is the spinning of a planet on its axis. "	None	None	spinning	None	on its axis	rotation	This rotation is what results in day and night on Earth.	Earth	None	rotation	day and night				0.02		0.0	rotation	rotation	True
4493	"<span class=""blank""> </span>is the spinning of a planet on its axis. "	None	None	spinning	None	on its axis	rotation	The Earth rotates, or spins, on its axis once every 24 hours.	Earth	None	rotates | spins	None				1.0		0.0	rotation	rotation	True
4494	"<span class=""blank""> </span>is the spinning of a planet on its axis. "	None	None	spinning	None	on its axis	rotation	move or cause to move in a circle around an axis or center.	None	None	move in a circle	None				0.0774192661431		0.0	rotation	rotation	True
4495	"<span class=""blank""> </span>is the spinning of a planet on its axis. "	None	None	spinning	None	on its axis	rotation	A rotation is a circular movement of an object around a center (or point) of rotation.	object	None	rotation | circular movement	None				0.0217008570365		0.0	rotation	rotation	True
4496	"<span class=""blank""> </span>is the spinning of a planet on its axis. "	None	None	spinning	None	on its axis	rotation	It is the rotation of the Earth that makes the sun appear to move through the sky during the day, rising in the east and setting in the west.	Earth	None	rotation	None	makes the sun appear to move through the sky during the day, rising in the east and setting in the west			0.02		0.0	rotation	rotation	True
4497	"<span class=""blank""> </span>is the spinning of a planet on its axis. "	None	None	spinning	None	on its axis	rotation	This rotation is what results in day and night on Earth.	Earth	None	rotation	day and night				0.02		0.0	rotation	rotation	True
4498	"<span class=""blank""> </span>is the spinning of a planet on its axis. "	None	None	spinning	None	on its axis	rotation	The Earth rotates, or spins, on its axis once every 24 hours.	Earth	None	rotates | spins	None				1.0		0.0	rotation	rotation	True
4499	"<span class=""blank""> </span>is the spinning of a planet on its axis. "	None	None	spinning	None	on its axis	rotation	move or cause to move in a circle around an axis or center.	None	None	move in a circle	None				0.0774192661431		0.0	rotation	rotation	True
4500	"<span class=""blank""> </span>is the spinning of a planet on its axis. "	None	None	spinning	None	on its axis	rotation	A rotation is a circular movement of an object around a center (or point) of rotation.	object	None	rotation | circular movement	None				0.0217008570365		0.0	rotation	rotation	True
4501	"<span class=""blank""> </span>is the spinning of a planet on its axis. "	None	None	spinning	None	on its axis	rotation	It is the rotation of the Earth that makes the sun appear to move through the sky during the day, rising in the east and setting in the west.	Earth	None	rotation	None	makes the sun appear to move through the sky during the day, rising in the east and setting in the west			0.02		0.0	rotation	rotation	True
4502	"<span class=""blank""> </span>is the spinning of a planet on its axis. "	None	None	spinning	None	on its axis	rotation	This rotation is what results in day and night on Earth.	Earth	None	rotation	day and night				0.02		0.0	rotation	rotation	True
4503	"<span class=""blank""> </span>is the spinning of a planet on its axis. "	None	None	spinning	None	on its axis	revolution	Because as the moon revolves around the Earth, the Earth is moving around the sun.	None	moon Earth	revolves | moving	None	around the Earth | around the sun			0.0417640347233		0.0	rotation	rotation	True
4504	"<span class=""blank""> </span>is the spinning of a planet on its axis. "	None	None	spinning	None	on its axis	revolution	The moon revolves around the Earth and the Earth revolves around the sun.	None	moon Earth	revolves	None	around the Earth | around the sun			0.0625		0.0	rotation	rotation	True
4505	"<span class=""blank""> </span>is the spinning of a planet on its axis. "	None	None	spinning	None	on its axis	revolution	The moon revolves around the earth.	None	moon	revolves	None	around the earth			0.0625		0.0	rotation	rotation	True
4506	"<span class=""blank""> </span>is the spinning of a planet on its axis. "	None	None	spinning	None	on its axis	revolution	As the earth revolves around the sun.	None	earth	revolves	None	around the sun			0.0625		0.0	rotation	rotation	True
4507	"<span class=""blank""> </span>is the spinning of a planet on its axis. "	None	None	spinning	None	on its axis	revolution	The earth revolves around the sun.	None	earth	revolves	None	around the sun			0.0625		0.0	rotation	rotation	True
4508	"<span class=""blank""> </span>is the spinning of a planet on its axis. "	None	None	spinning	None	on its axis	revolution	Because as the moon revolves around the Earth, the Earth is moving around the sun.	None	moon Earth	revolves | moving	None	around the Earth | around the sun			0.0417640347233		0.0	rotation	rotation	True
4509	"<span class=""blank""> </span>is the spinning of a planet on its axis. "	None	None	spinning	None	on its axis	revolution	The moon revolves around the Earth and the Earth revolves around the sun.	None	moon Earth	revolves	None	around the Earth | around the sun			0.0625		0.0	rotation	rotation	True
4510	"<span class=""blank""> </span>is the spinning of a planet on its axis. "	None	None	spinning	None	on its axis	revolution	The moon revolves around the earth.	None	moon	revolves	None	around the earth			0.0625		0.0	rotation	rotation	True
4511	"<span class=""blank""> </span>is the spinning of a planet on its axis. "	None	None	spinning	None	on its axis	revolution	As the earth revolves around the sun.	None	earth	revolves	None	around the sun			0.0625		0.0	rotation	rotation	True
4512	"<span class=""blank""> </span>is the spinning of a planet on its axis. "	None	None	spinning	None	on its axis	revolution	The earth revolves around the sun.	None	earth	revolves	None	around the sun			0.0625		0.0	rotation	rotation	True
4513	"<span class=""blank""> </span>is the spinning of a planet on its axis. "	None	None	spinning	None	on its axis	revolution	Because as the moon revolves around the Earth, the Earth is moving around the sun.	None	moon Earth	revolves | moving	None	around the Earth | around the sun			0.0417640347233		0.0	rotation	rotation	True
4514	"<span class=""blank""> </span>is the spinning of a planet on its axis. "	None	None	spinning	None	on its axis	revolution	The moon revolves around the Earth and the Earth revolves around the sun.	None	moon Earth	revolves	None	around the Earth | around the sun			0.0625		0.0	rotation	rotation	True
4515	"<span class=""blank""> </span>is the spinning of a planet on its axis. "	None	None	spinning	None	on its axis	revolution	The moon revolves around the earth.	None	moon	revolves	None	around the earth			0.0625		0.0	rotation	rotation	True
4516	"<span class=""blank""> </span>is the spinning of a planet on its axis. "	None	None	spinning	None	on its axis	revolution	As the earth revolves around the sun.	None	earth	revolves	None	around the sun			0.0625		0.0	rotation	rotation	True
4517	"<span class=""blank""> </span>is the spinning of a planet on its axis. "	None	None	spinning	None	on its axis	revolution	The earth revolves around the sun.	None	earth	revolves	None	around the sun			0.0625		0.0	rotation	rotation	True
4518	"<span class=""blank""> </span>is the spinning of a planet on its axis. "	None	None	spinning	None	on its axis	revolution	Because as the moon revolves around the Earth, the Earth is moving around the sun.	None	moon Earth	revolves | moving	None	around the Earth | around the sun			0.0417640347233		0.0	rotation	rotation	True
4519	"<span class=""blank""> </span>is the spinning of a planet on its axis. "	None	None	spinning	None	on its axis	revolution	The moon revolves around the Earth and the Earth revolves around the sun.	None	moon Earth	revolves	None	around the Earth | around the sun			0.0625		0.0	rotation	rotation	True
4520	"<span class=""blank""> </span>is the spinning of a planet on its axis. "	None	None	spinning	None	on its axis	revolution	The moon revolves around the earth.	None	moon	revolves	None	around the earth			0.0625		0.0	rotation	rotation	True
4521	"<span class=""blank""> </span>is the spinning of a planet on its axis. "	None	None	spinning	None	on its axis	revolution	As the earth revolves around the sun.	None	earth	revolves	None	around the sun			0.0625		0.0	rotation	rotation	True
4522	"<span class=""blank""> </span>is the spinning of a planet on its axis. "	None	None	spinning	None	on its axis	revolution	The earth revolves around the sun.	None	earth	revolves	None	around the sun			0.0625		0.0	rotation	rotation	True
4523	"<span class=""blank""> </span>is the spinning of a planet on its axis. "	None	None	spinning	None	on its axis	orbit	As the Moon orbits the Earth,the amount of its lit surface that is visible from the Earth changes.	surface	changes	orbits	visible	orbits the Earth			0.0		0.0	rotation	rotation	True
4524	"<span class=""blank""> </span>is the spinning of a planet on its axis. "	None	None	spinning	None	on its axis	orbit	Sometimes when the moon orbits Earth, it moves between the sun and Earth.	None	sun Earth	orbits Earth	None				0.0		0.0	rotation	rotation	True
