QUESTION	Q_UNDERGOER	Q_ENABLER	Q_TRIGGER	Q_RESULT	Q_UNDERSPECIFIED	ANSWER_CHOICE	ANSWER_SENTENCE	A_UNDERGOER	A_ENABLER	A_TRIGGER	A_RESULT	A_UNDERSPECIFIED	UNDERGOER_SCORE	ENABLER_SCORE	TRIGGER_SCORE	RESULT_SCORE	UNDERSPECIFIED_SCORE	CORRECT_ANSWER
If a fire destroys a forest, new plants will grow. 			destroys			erosion	Flowing water erodes or deposits particles depending on how fast the water is moving and how big the particles are.	particles	Flowing water|water	erodes			nan	nan	0	nan	nan	succession
If a fire destroys a forest, new plants will grow. 			destroys			erosion	Erosion is the process by which soil and or other Earth materials are moved from one place to another.	soil|Earth materials		moved			nan	nan	0	nan	nan	succession
If a fire destroys a forest, new plants will grow. 			destroys			erosion	movement of sand along a beach by wave action		wave action	movement			nan	nan	0	nan	nan	succession
If a fire destroys a forest, new plants will grow. 			destroys			erosion	Erosion involves moving pieces from one location to another.						nan	nan	0	nan	nan	succession
If a fire destroys a forest, new plants will grow. 			destroys			erosion	The process by which soil and rock is removed from one area of the Earth through natural causes such as wind, water, and ice and transported elsewhere is called erosion.						nan	nan	0	nan	nan	succession
If a fire destroys a forest, new plants will grow. 			destroys			erosion	erosion is the action of exogenic processes (such as water flow or wind) which remove soil and rock from one location on the Earth's crust, then transport it to another location where it is deposited.						nan	nan	0	nan	nan	succession
If a fire destroys a forest, new plants will grow. 			destroys			succession	The change in the numbers and types of species that live in a community that occurs in an area that has never before been colonized						nan	nan	0	nan	nan	succession
If a fire destroys a forest, new plants will grow. 			destroys			succession	The change in the numbers and types of species that live in a community that occurs in an area that was previously colonized but has been disturbed						nan	nan	0	nan	nan	succession
If a fire destroys a forest, new plants will grow. 			destroys			succession	The Ecological succession, is the phenomenon or process by which an ecological community undergoes more or less orderly and predictable changes following disturbance or initial colonization of new habitat						nan	nan	0	nan	nan	succession
If a fire destroys a forest, new plants will grow. 			destroys			succession	In other words, it is the gradual growth of an ecosystem over a longer period			growth			nan	nan	0	nan	nan	succession
If a fire destroys a forest, new plants will grow. 			destroys			succession	A Succession may be initiated either by formation of new, unoccupied habitat or by some form of disturbance of an existing community						nan	nan	0	nan	nan	succession
A period when an animal goes into a long, deep sleep is called 	animal		period	deep		hibernation	Some animals hibernate for part or all of the winter.						0	nan	0	0	nan	hibernation
A period when an animal goes into a long, deep sleep is called 	animal		period	deep		hibernation	There are many animals who hibernate in winter.						0	nan	0	0	nan	hibernation
A period when an animal goes into a long, deep sleep is called 	animal		period	deep		hibernation	Most animals hibernate when it becomes too cold and it is hard to find food.						0	nan	0	0	nan	hibernation
A period when an animal goes into a long, deep sleep is called 	animal		period	deep		hibernation	Every animal hibernates in different ways.						0	nan	0	0	nan	hibernation
A period when an animal goes into a long, deep sleep is called 	animal		period	deep		hibernation	Before entering hibernation, animals need to store enough energy to last through the entire winter.					store enough energy	0	nan	0	0	nan	hibernation
A period when an animal goes into a long, deep sleep is called 	animal		period	deep		hibernation	Hibernation is going into a dormant state for the winter.						0	nan	0	0	nan	hibernation
A period when an animal goes into a long, deep sleep is called 	animal		period	deep		hibernation	When some animals prepare for the long winters by storing food and going dormant it is called hibernation.	animals	long winters	storing			1.0	nan	0	0	nan	hibernation
A period when an animal goes into a long, deep sleep is called 	animal		period	deep		hibernation	Hibernation is a state of inactivity and metabolic depression in endotherms						0	nan	0	0	nan	hibernation
A period when an animal goes into a long, deep sleep is called 	animal		period	deep		hibernation	Hibernation is an extended period of deep sleep, or torpor, that allows animals to survive winter extremes						0	nan	0	0	nan	hibernation
A period when an animal goes into a long, deep sleep is called 	animal		period	deep		hibernation	Hibernation is a deep sleep that helps them to save energy and survive the winter without eating much.			sleep	save energy|winter		0	nan	0.00031887755102	0	nan	hibernation
A period when an animal goes into a long, deep sleep is called 	animal		period	deep		hibernation	Ways that animals respond to changes in their environment, such as seasonal changes include hibernation, migration, growing thick fur, or shivering.	Ways|animals	migration|fur	respond			1.0	nan	0	0	nan	hibernation
A period when an animal goes into a long, deep sleep is called 	animal		period	deep		hibernation	When some animals prepare for the long winters by storing food and going dormant it is called hibernation.	animals	long winters	storing			1.0	nan	0	0	nan	hibernation
A period when an animal goes into a long, deep sleep is called 	animal		period	deep		hibernation	Hibernation is a state of resting (torpor) or deep sleep some animals go into to conserve energy, usually during the winter.	animals	resting|sleep|winter	conserve	energy		1.0	nan	0	0	nan	hibernation
A period when an animal goes into a long, deep sleep is called 	animal		period	deep		hibernation	During hibernation animals slow their metabolism to very low levels, with body temperature and breathing rates lowered, gradually using up body fat which was stored up during the warmer months during which the animal was active.						0	nan	0	0	nan	hibernation
A period when an animal goes into a long, deep sleep is called 	animal		period	deep		hibernation	Some animals hibernate (go into a deep sleep) so they can survive throughout the cold season when the weather is freezing and the food is scarce.	animals	weather	hibernate	scarce		1.0	nan	0	0	nan	hibernation
A period when an animal goes into a long, deep sleep is called 	animal		period	deep		hibernation	When some animals prepare for the long winters by storing food and going dormant it is called hibernation.	animals	long winters	storing			1.0	nan	0	0	nan	hibernation
A period when an animal goes into a long, deep sleep is called 	animal		period	deep		hibernation	to spend the winter in close quarters in a dormant condition, as bears and certain other animals.					close quarters	0	nan	0	0	nan	hibernation
A period when an animal goes into a long, deep sleep is called 	animal		period	deep		hibernation	An inactive state resembling deep sleep in which certain animals living in cold climates pass the winter.	animals		sleep	climates|winter		1.0	nan	0.00031887755102	0	nan	hibernation
A period when an animal goes into a long, deep sleep is called 	animal		period	deep		hibernation	Hibernation is a state of inactivity and metabolic depression in endotherms.						0	nan	0	0	nan	hibernation
A period when an animal goes into a long, deep sleep is called 	animal		period	deep		migration	Plants or go dormant, and animals alter the patterns of their lives, changing color, migrating, and even going dormant themselves.						0	nan	0	0	nan	hibernation
A period when an animal goes into a long, deep sleep is called 	animal		period	deep		migration	Animals migrate in order to breed, grow, find food or avoid cold weather.	Animals	cold weather	migrate|breed	breed|grow|find food or avoid cold weather		1.0	nan	0	0	nan	hibernation
A period when an animal goes into a long, deep sleep is called 	animal		period	deep		migration	Animals may migrate to raise their young, find the food they need, to stay warm.	Animals		migrate	food		1.0	nan	0	0	nan	hibernation
A period when an animal goes into a long, deep sleep is called 	animal		period	deep		migration	Moving to a warmer climate in the cold months is another way some animals deal with changes in the weather.						0	nan	0	0	nan	hibernation
A period when an animal goes into a long, deep sleep is called 	animal		period	deep		migration	When animals move to a warmer climate to avoid the change in seasons, we call this migration.						0	nan	0	0	nan	hibernation
A period when an animal goes into a long, deep sleep is called 	animal		period	deep		migration	migration is the relatively long distance movement of individuals, usually on a seasonal basis	individuals		movement		seasonal	0	nan	0	0	nan	hibernation
A period when an animal goes into a long, deep sleep is called 	animal		period	deep		migration	Migratory behavior is persistent and straightened out movement effected by the animal’s own locomotory exertions or by its active embarkation upon a vehicle						0	nan	0	0	nan	hibernation
A period when an animal goes into a long, deep sleep is called 	animal		period	deep		migration	The definition of a migration is a movement to another place, often of a large group of people or animals.	animals		movement			1.0	nan	0	0	nan	hibernation
A period when an animal goes into a long, deep sleep is called 	animal		period	deep		migration	When animals move to a warmer climate to avoid the change in seasons, we call this migration.					warmer climate	0	nan	0	0	nan	hibernation
A period when an animal goes into a long, deep sleep is called 	animal		period	deep		migration	the periodic passage of groups of animals (especially birds or fishes) from one region to another for feeding or breeding	animals|birds|fishes		passage	region		1.0	nan	0	0	nan	hibernation
A period when an animal goes into a long, deep sleep is called 	animal		period	deep		migration	food is the single most important reason that animals migrate	animals		reason			1.0	nan	0	0	nan	hibernation
A period when an animal goes into a long, deep sleep is called 	animal		period	deep		migration	Animals also migrate to avoid extreme heat or cold	Animals		migrate	extreme heat or cold		1.0	nan	0	0	nan	hibernation
A period when an animal goes into a long, deep sleep is called 	animal		period	deep		migration	(of an animal, typically a bird or fish) move from one region or habitat to another, especially regularly according to the seasons.			move	animal|region|habitat|another|according to|seasons	regularly	0	nan	0	0	nan	hibernation
A period when an animal goes into a long, deep sleep is called 	animal		period	deep		migration	Migration is moving to warmer climates.						0	nan	0	0	nan	hibernation
A period when an animal goes into a long, deep sleep is called 	animal		period	deep		migration	Many mammals, birds, fishes, insects, and other animals move from one place to another at certain times of the year.					certain times of the year	0	nan	0	0	nan	hibernation
A period when an animal goes into a long, deep sleep is called 	animal		period	deep		migration	The seasonal movement of a complete population of animals from one area to another.	animals|area	complete	movement	to		1.0	nan	0	0	nan	hibernation
A period when an animal goes into a long, deep sleep is called 	animal		period	deep		migration	The movement of one atom or more, or of a double bond, from one position to another within a molecule.	molecule	atom	movement	position to another	molecule	0	nan	0	0.359063746209	nan	hibernation
A period when an animal goes into a long, deep sleep is called 	animal		period	deep		migration	Animal migration is the relatively long-distance movement of individuals, usually on a seasonal basis.	individuals		movement			0	nan	0	0	nan	hibernation
A period when an animal goes into a long, deep sleep is called 	animal		period	deep		camouflage	Some animals use camouflage to hide from their enemies.	animals		camouflage	hide|their enemies		1.0	nan	0	0	nan	hibernation
A period when an animal goes into a long, deep sleep is called 	animal		period	deep		camouflage	Most animals of the open sea use at least one of these methods to camouflage themselves.						0	nan	0	0	nan	hibernation
A period when an animal goes into a long, deep sleep is called 	animal		period	deep		camouflage	Prey animals often use camouflage to hide from predators.	animals		camouflage	hide from predators		1.0	nan	0	0	nan	hibernation
A period when an animal goes into a long, deep sleep is called 	animal		period	deep		camouflage	There are four basic ways animals camouflage themselves.						0	nan	0	0	nan	hibernation
A period when an animal goes into a long, deep sleep is called 	animal		period	deep		camouflage	An example of animals that uses both aggressive and defensive camouflage is octopuses.	animals		camouflage	octopuses	aggressive | defensive	1.0	nan	0	0	nan	hibernation
A period when an animal goes into a long, deep sleep is called 	animal		period	deep		camouflage	Animals that change color or are of a color similar to their environment can camouflage themselves so that they cannot be easily seen.	Animals		change	can not be easily		1.0	nan	0	0	nan	hibernation
A period when an animal goes into a long, deep sleep is called 	animal		period	deep		camouflage	Camouflage is the use of any combination of materials, coloration or illumination for concealment						0	nan	0	0	nan	hibernation
A period when an animal goes into a long, deep sleep is called 	animal		period	deep		camouflage	Camouflage is an adaptation that helps many animals avoid detection by predators or prey because it allows them to blend in to their natural environments.	animals	detection|natural	adaptation	avoid|predators|blend|their|environments		1.0	nan	0	0	nan	hibernation
A period when an animal goes into a long, deep sleep is called 	animal		period	deep		camouflage	Structural adaptation that enables species to blend with their surroundings	species	their	adaptation	blend|surroundings		0	nan	0	0	nan	hibernation
A period when an animal goes into a long, deep sleep is called 	animal		period	deep		camouflage	A primary defense against predators throughout the animal kingdom (and against the enemy during human warfare) is to avoid detection or recognition through camouflage			camouflage			0	nan	0	0	nan	hibernation
A period when an animal goes into a long, deep sleep is called 	animal		period	deep		camouflage	Animals that change color or are of a color similar to their environment can camouflage themselves so that they cannot be easily seen.	Animals		change	can not be easily		1.0	nan	0	0	nan	hibernation
A period when an animal goes into a long, deep sleep is called 	animal		period	deep		camouflage	Something, that makes an animal, person, building etc. difficult for enemies to see.						0	nan	0	0	nan	hibernation
A period when an animal goes into a long, deep sleep is called 	animal		period	deep		camouflage	Camouflage is a method of avoiding detection by mimicking the surrounding environment						0	nan	0	0	nan	hibernation
A period when an animal goes into a long, deep sleep is called 	animal		period	deep		camouflage	The leopard's camouflage makes it blend in with the forest shadows.						0	nan	0	0	nan	hibernation
A period when an animal goes into a long, deep sleep is called 	animal		period	deep		camouflage	Rabbits use their white fur as camouflage in the snow.	Rabbits		camouflage		snow	0.173611111111	nan	0	0	nan	hibernation
Waves change a shoreline by erosion and __________. 	Waves		change			deposition	deposition occurs where the water slows down.	water	down	deposition			0	nan	0.0625	nan	nan	deposition
Waves change a shoreline by erosion and __________. 	Waves		change			deposition	As water flows over a surface, it can pick up particles and deposit them in a body of water 2.					in a body of water	0	nan	0	nan	nan	deposition
Waves change a shoreline by erosion and __________. 	Waves		change			deposition	Example of deposition: Change of water vapor into ice directly in sub freezing air.	water|sub	freezing	Change			0	nan	1.0	nan	nan	deposition
Waves change a shoreline by erosion and __________. 	Waves		change			deposition	Precipitation is a major component of the water cycle, and is responsible for depositing the fresh water on the planet.					on the planet	0	nan	0	nan	nan	deposition
Waves change a shoreline by erosion and __________. 	Waves		change			deposition	Flowing water erodes or deposits particles depending on how fast the water is moving and how big the particles are.	particles	Flowing water|water	erodes			0	nan	0.5	nan	nan	deposition
Waves change a shoreline by erosion and __________. 	Waves		change			deposition	Deposition occurs when the particles stop moving.						0	nan	0	nan	nan	deposition
Waves change a shoreline by erosion and __________. 	Waves		change			deposition	Erosion and deposition result from the interaction between air, water, and land.	air|water|land		interaction			0	nan	0	nan	nan	deposition
Waves change a shoreline by erosion and __________. 	Waves		change			deposition	Deposition is the geological process in which sediments, soil and rocks are added to a landform or land mass.	sediments|soil|rocks		added		landform | land mass	0	nan	0.08906046107	nan	nan	deposition
Waves change a shoreline by erosion and __________. 	Waves		change			deposition	Deposition is the process by which rocks, sand and sediment are deposited by the forces of erosion.						0	nan	0	nan	nan	deposition
Waves change a shoreline by erosion and __________. 	Waves		change			deposition	Deposition is the settling of particles (atoms or molecules) or sediment from a solution, suspension and mixture or vapor onto a pre-existing surface.						0	nan	0	nan	nan	deposition
Waves change a shoreline by erosion and __________. 	Waves		change			deposition	Deposition is a process in which gas transforms into solid.						0	nan	0	nan	nan	deposition
Waves change a shoreline by erosion and __________. 	Waves		change			deposition	Deposition occurs when the particles stop moving.						0	nan	0	nan	nan	deposition
Waves change a shoreline by erosion and __________. 	Waves		change			deposition	Erosion and deposition result from the interaction between air, water, and land.	air|water|land		interaction			0	nan	0	nan	nan	deposition
Waves change a shoreline by erosion and __________. 	Waves		change			deposition	Deposition is the laying down of materials, such as rocks, stones, gravel, sand, and mud.						0	nan	0	nan	nan	deposition
Waves change a shoreline by erosion and __________. 	Waves		change			deposition	The accumulation or laying down of matter by a natural process, as the laying down of sediments in a river or the accumulation of mineral deposits in a bodily organ.	sediments|river|mineral deposits		accumulation|laying		river | bodily organ	0	nan	0.0625	nan	nan	deposition
Waves change a shoreline by erosion and __________. 	Waves		change			deposition	The process of changing from a gas to a solid without passing through an intermediate liquid phase			changing	solid		0	nan	1.0	nan	nan	deposition
Waves change a shoreline by erosion and __________. 	Waves		change			deposition	deposition occurs when molecules settle out of a solution.	molecules	settle|solution	deposition			0	nan	0.0625	nan	nan	deposition
Waves change a shoreline by erosion and __________. 	Waves		change			deposition	Deposition is the geological process in which sediments, soil and rocks are added to a landform or land mass.	sediments|soil|rocks		added			0	nan	0.08906046107	nan	nan	deposition
Waves change a shoreline by erosion and __________. 	Waves		change			deposition	a phase transition in which gas transforms into solid.						0	nan	0	nan	nan	deposition
Waves change a shoreline by erosion and __________. 	Waves		change			condensation	Condensation is defined as the phase change from gas (vapor) to liquid.						0	nan	0	nan	nan	deposition
Waves change a shoreline by erosion and __________. 	Waves		change			condensation	condensation is the process in which water vapor in the air is changed into liquid water.					in the air	0	nan	0	nan	nan	deposition
Waves change a shoreline by erosion and __________. 	Waves		change			condensation	Water vapour condenses to liquid water.						0	nan	0	nan	nan	deposition
Waves change a shoreline by erosion and __________. 	Waves		change			condensation	Water drops on the outside of a cold glass of water are condensed water.					cold glass of water	0	nan	0	nan	nan	deposition
Waves change a shoreline by erosion and __________. 	Waves		change			condensation	The water in a cloud comes from water vapor in the air that has condensed.						0	nan	0	nan	nan	deposition
Waves change a shoreline by erosion and __________. 	Waves		change			condensation	The condensed water molecules form liquid water droplets.						0	nan	0	nan	nan	deposition
Waves change a shoreline by erosion and __________. 	Waves		change			precipitation	precipitation Water falling to the Earth.	precipitation Water		falling	Earth	the earth [destination]	0	nan	0.016065558802	nan	nan	deposition
Waves change a shoreline by erosion and __________. 	Waves		change			precipitation	The plant will then use the stored water in times or seasons of low precipitation.	plant		stored			0	nan	0	nan	nan	deposition
Waves change a shoreline by erosion and __________. 	Waves		change			precipitation	precipitation Water that falls to the Earth from the sky.			falls		sky [source] earth[destination]	0	nan	0.016065558802	nan	nan	deposition
Waves change a shoreline by erosion and __________. 	Waves		change			precipitation	Rain is a form of precipitation in which water falls back to earth as a liquid.	water|liquid		falls			0	nan	0.016065558802	nan	nan	deposition
Waves change a shoreline by erosion and __________. 	Waves		change			precipitation	Also when the air cannot hold any more water, it precipitates.						0	nan	0	nan	nan	deposition
Waves change a shoreline by erosion and __________. 	Waves		change			precipitation	Precipitation is the term used to describe water (moisture) that falls from the sky.					sky	0	nan	0	nan	nan	deposition
Waves change a shoreline by erosion and __________. 	Waves		change			precipitation	Different forms of precipitation include: Rain is liquid water falling from the sky.					sky	0	nan	0	nan	nan	deposition
Waves change a shoreline by erosion and __________. 	Waves		change			precipitation	falling products of condensation of water vapour in the atmosphere, as rain, snow, or hail.	water vapour|atmosphere	condensation|atmosphere	falling|hail	falling|condensation|rain	atmosphere	0	nan	0.016065558802	nan	nan	deposition
Waves change a shoreline by erosion and __________. 	Waves		change			precipitation	precipitation is any product of the condensation of atmospheric water vapour that falls under gravity.	water	condensation	falls			0	nan	0.016065558802	nan	nan	deposition
Waves change a shoreline by erosion and __________. 	Waves		change			precipitation	The liquid and solid water particles that fall from clouds and reach the ground are known as precipitation					clouds	0	nan	0	nan	nan	deposition
Waves change a shoreline by erosion and __________. 	Waves		change			evaporation	Clouds get their water from evaporation.						0	nan	0	nan	nan	deposition
Waves change a shoreline by erosion and __________. 	Waves		change			evaporation	Essential oils evaporate readily and are easily damaged by light, extremes of temperature and prolonged exposure to oxygen in the air.						0	nan	0	nan	nan	deposition
Waves change a shoreline by erosion and __________. 	Waves		change			evaporation	evaporation - the process of extracting moisture						0	nan	0	nan	nan	deposition
Waves change a shoreline by erosion and __________. 	Waves		change			evaporation	Evaporation and condensation are two processes through which matter changes from one state to another.						0	nan	0	nan	nan	deposition
Waves change a shoreline by erosion and __________. 	Waves		change			evaporation	Evaporation involves changing water from its liquid state to a gaseous state (vapor)	Evaporation		changing	liquid|gaseous state|vapor		0	nan	1.0	nan	nan	deposition
Waves change a shoreline by erosion and __________. 	Waves		change			evaporation	Evaporation is a type of vaporization of a liquid that occurs from the surface of a liquid into a gaseous phase that is not saturated with the evaporating substance.					surface of a liquid	0	nan	0	nan	nan	deposition
Waves change a shoreline by erosion and __________. 	Waves		change			evaporation	Evaporation is the process of a substance in a liquid state changing to a gaseous state due to an increase in temperature and/or pressure.						0	nan	0	nan	nan	deposition
Waves change a shoreline by erosion and __________. 	Waves		change			evaporation	In evaporation, matter changes from a liquid to a gas.						0	nan	0	nan	nan	deposition
Waves change a shoreline by erosion and __________. 	Waves		change			evaporation	Liquid water changing to water vapor is evaporation.	water|water vapor		evaporation			0	nan	0	nan	nan	deposition
Waves change a shoreline by erosion and __________. 	Waves		change			evaporation	Surface water is evaporated from the earth by the energy of the sun.					from the earth	0	nan	0	nan	nan	deposition
Waves change a shoreline by erosion and __________. 	Waves		change			evaporation	The change of a liquid into a vapor at a temperature below the boiling point.			change			0	nan	1.0	nan	nan	deposition
Waves change a shoreline by erosion and __________. 	Waves		change			evaporation	The change of state from water to water vapor is called evaporation.						0	nan	0	nan	nan	deposition
Waves change a shoreline by erosion and __________. 	Waves		change			evaporation	The changing of a liquid into a gas, often under the influence of heat (as in the boiling of water).			changing|boiling	boiling		0	nan	1.0	nan	nan	deposition
Waves change a shoreline by erosion and __________. 	Waves		change			evaporation	The energy from the sun heated the water and caused it to evaporate - change from liquid water to water vapor.						0	nan	0	nan	nan	deposition
Waves change a shoreline by erosion and __________. 	Waves		change			evaporation	The process of liquid water changing into water vapor is called evaporation.						0	nan	0	nan	nan	deposition
Waves change a shoreline by erosion and __________. 	Waves		change			evaporation	The water evaporated back into water vapor in the air.	water		evaporated	water	in the air	0	nan	0.833333333333	nan	nan	deposition
Waves change a shoreline by erosion and __________. 	Waves		change			evaporation	Water evaporates as water vapor into the air.					into the air	0	nan	0	nan	nan	deposition
Waves change a shoreline by erosion and __________. 	Waves		change			evaporation	Water from the oceans enters the atmosphere through evaporation.					the atmosphere	0	nan	0	nan	nan	deposition
Thermal energy that travels from the sun to Earth is transferred by 					travels from the sun to Earth	conduction	Students should realize that water is better than air at conducting energy.						nan	nan	nan	nan	0	radiation
Thermal energy that travels from the sun to Earth is transferred by 					travels from the sun to Earth	conduction	Some materials conduct energy better than others.						nan	nan	nan	nan	0	radiation
Thermal energy that travels from the sun to Earth is transferred by 					travels from the sun to Earth	conduction	Root functions include water and mineral conduction, food and water storage, and anchorage.						nan	nan	nan	nan	0	radiation
Thermal energy that travels from the sun to Earth is transferred by 					travels from the sun to Earth	conduction	The warmed surface water is then transferred downward into the water column by conduction and convection.	warmed surface water		convection	transferred downward into the water column		nan	nan	nan	nan	0	radiation
Thermal energy that travels from the sun to Earth is transferred by 					travels from the sun to Earth	conduction	The direct transfer of thermal motion (heat) between molecules of objects in direct contact with each other.	heat	motion|molecules|objects|contact	transfer			nan	nan	nan	nan	0	radiation
Thermal energy that travels from the sun to Earth is transferred by 					travels from the sun to Earth	convection	The greater the movement of the air or water the greater the rate of heat removal by convection.	water		convection	movement|heat		nan	nan	nan	nan	0	radiation
Thermal energy that travels from the sun to Earth is transferred by 					travels from the sun to Earth	convection	Water vapor in the air rises mostly by convection.			convection	Water vapor		nan	nan	nan	nan	0	radiation
Thermal energy that travels from the sun to Earth is transferred by 					travels from the sun to Earth	convection	The warmed surface water is then transferred downward into the water column by conduction and convection.	warmed surface water		convection	transferred downward into the water column		nan	nan	nan	nan	0	radiation
Thermal energy that travels from the sun to Earth is transferred by 					travels from the sun to Earth	convection	Heat was transferred from the flame of the stove to the water by convection.	Heat		convection	transferred|water	from the flame of the stove	nan	nan	nan	nan	0.246163266548	radiation
Thermal energy that travels from the sun to Earth is transferred by 					travels from the sun to Earth	convection	The particles move around from one place to another through the flow of thermal energy during convection.	particles	thermal	move		flow of thermal energy	nan	nan	nan	nan	0.00295961815603	radiation
Thermal energy that travels from the sun to Earth is transferred by 					travels from the sun to Earth	radiation	diverge or spread from or as if from a central point.						nan	nan	nan	nan	0	radiation
Thermal energy that travels from the sun to Earth is transferred by 					travels from the sun to Earth	radiation	emit (energy, especially light or heat) in the form of rays or waves.						nan	nan	nan	nan	0	radiation
Thermal energy that travels from the sun to Earth is transferred by 					travels from the sun to Earth	radiation	radiation is the emission or transmission of energy in the form of waves or particles through space or through a material medium						nan	nan	nan	nan	0	radiation
Thermal energy that travels from the sun to Earth is transferred by 					travels from the sun to Earth	radiation	the complete process in which energy is emitted by one body, transmitted through an intervening medium or space, and absorbed by another body.		space	process	body|medium|body		nan	nan	nan	nan	0	radiation
Thermal energy that travels from the sun to Earth is transferred by 					travels from the sun to Earth	radiation	the process in which energy is emitted as particles or waves.						nan	nan	nan	nan	0	radiation
A new aluminum can made from used cans is an example of 						reducing	There are two ways to reduce the amount of energy used for washing clothes—use less water and use cooler water.	ways|energy|clothes|water|water		reduce			nan	nan	nan	nan	nan	recycling
A new aluminum can made from used cans is an example of 						reducing	Thus, the energy requirement is reduced and the animal can survive winter.						nan	nan	nan	nan	nan	recycling
A new aluminum can made from used cans is an example of 						reducing	Adding a top layer of mulch will also reduce the amount of watering a plant will need.	plant		watering			nan	nan	nan	nan	nan	recycling
A new aluminum can made from used cans is an example of 						reducing	which leads to reduced water usage and increased water-use efficiency.						nan	nan	nan	nan	nan	recycling
A new aluminum can made from used cans is an example of 						reducing	Efficient energy use is the goal to reduce the amount of energy required in heating or cooling.						nan	nan	nan	nan	nan	recycling
A new aluminum can made from used cans is an example of 						repairing	While we sleep our body gives the cells time to grow and repair	cells		repair			nan	nan	nan	nan	nan	recycling
A new aluminum can made from used cans is an example of 						repairing	This healing is done by the body growing new bone cells to repair the break.						nan	nan	nan	nan	nan	recycling
A new aluminum can made from used cans is an example of 						repairing	It is important to take in the proper foods and nutrients everyday so that your body can grow, have energy, and repair itself.			repair			nan	nan	nan	nan	nan	recycling
A new aluminum can made from used cans is an example of 						repairing	The goal of the repair process is to fill the gap caused by the damaged cells to regain structural continuity.	cells		repair			nan	nan	nan	nan	nan	recycling
A new aluminum can made from used cans is an example of 						repairing	During the repair process, a cell must clear out damaged proteins and produce new functional molecules.	proteins|molecules		repair			nan	nan	nan	nan	nan	recycling
A new aluminum can made from used cans is an example of 						repairing	Nutrients are ingested from the foods you eat for repair and growth of tissues and energy.						nan	nan	nan	nan	nan	recycling
A new aluminum can made from used cans is an example of 						repairing	Living cells need energy so that they have the ability to grow and repair themselves.						nan	nan	nan	nan	nan	recycling
A new aluminum can made from used cans is an example of 						repairing	Living things need energy to move also to repair and grow cells Thank Writer Comment Blurt thanked the writer.	Living things		repair			nan	nan	nan	nan	nan	recycling
A new aluminum can made from used cans is an example of 						repairing	Nutrition: the process by which living things take in materials from its environment for growth and repair.						nan	nan	nan	nan	nan	recycling
A new aluminum can made from used cans is an example of 						recycling	Water is used over and over by nature and is recycled in the water cycle.						nan	nan	nan	nan	nan	recycling
A new aluminum can made from used cans is an example of 						recycling	Water, for example, is always recycled through the water cycle, as shown in the diagram.						nan	nan	nan	nan	nan	recycling
A new aluminum can made from used cans is an example of 						recycling	The answer is that water is constantly recycled through the Earth’s system through a process called the water cycle.						nan	nan	nan	nan	nan	recycling
A new aluminum can made from used cans is an example of 						recycling	Cycle recycles the earth’s valuable water supply.					earth	nan	nan	nan	nan	nan	recycling
A new aluminum can made from used cans is an example of 						recycling	For example, it takes a lot less energy to recycle paper than to create new paper from trees.						nan	nan	nan	nan	nan	recycling
A new aluminum can made from used cans is an example of 						reusing	Plants and animals use and reuse water and release water vapor into the air.						nan	nan	nan	nan	nan	recycling
A new aluminum can made from used cans is an example of 						reusing	Through the natural water cycle, the earth has recycled and reused water for millions of years.	water|earth		recycled			nan	nan	nan	nan	nan	recycling
A new aluminum can made from used cans is an example of 						reusing	By taking useful products and exchanging them, without reprocessing, reuse help save time, money, energy, and resources		useful products|exchanging|help|time|money|energy|resources	reuse			nan	nan	nan	nan	nan	recycling
A new aluminum can made from used cans is an example of 						reusing	In broader economic terms, reuse offers quality products to people and organizations with limited means, while generating jobs and business activity that contribute to the economy						nan	nan	nan	nan	nan	recycling
A new aluminum can made from used cans is an example of 						reusing	To reuse is to use an item again after is been used			reuse	use|item		nan	nan	nan	nan	nan	recycling
Glaciers are slow-moving sheets of ice found on land. What process occurs when glacial ice is heated to 5° Celsius? 					found on land	precipitation	precipitation Water falling to the Earth.	precipitation Water		falling	Earth	the earth [destination]	nan	nan	nan	nan	1.34283149834e-05	melting
Glaciers are slow-moving sheets of ice found on land. What process occurs when glacial ice is heated to 5° Celsius? 					found on land	precipitation	The plant will then use the stored water in times or seasons of low precipitation.	plant		stored			nan	nan	nan	nan	0	melting
Glaciers are slow-moving sheets of ice found on land. What process occurs when glacial ice is heated to 5° Celsius? 					found on land	precipitation	precipitation Water that falls to the Earth from the sky.			falls		sky [source] earth[destination]	nan	nan	nan	nan	0	melting
Glaciers are slow-moving sheets of ice found on land. What process occurs when glacial ice is heated to 5° Celsius? 					found on land	precipitation	Rain is a form of precipitation in which water falls back to earth as a liquid.	water|liquid		falls			nan	nan	nan	nan	0	melting
Glaciers are slow-moving sheets of ice found on land. What process occurs when glacial ice is heated to 5° Celsius? 					found on land	precipitation	Also when the air cannot hold any more water, it precipitates.						nan	nan	nan	nan	0	melting
Glaciers are slow-moving sheets of ice found on land. What process occurs when glacial ice is heated to 5° Celsius? 					found on land	precipitation	Precipitation is the term used to describe water (moisture) that falls from the sky.					sky	nan	nan	nan	nan	0	melting
Glaciers are slow-moving sheets of ice found on land. What process occurs when glacial ice is heated to 5° Celsius? 					found on land	precipitation	Different forms of precipitation include: Rain is liquid water falling from the sky.					sky	nan	nan	nan	nan	0	melting
