	QUESTION	QUESTION UNDERGOER	QUESTION ENABLER	QUESTION TRIGGER	QUESTION RESULT	QUESTION UNDERSPECIFIED	ANSWER CHOICE	ANSWER SENTENCE	ANSWER UNDERGOER	ANSWER ENABLER	ANSWER TRIGGER	ANSWER RESULT	ANSWER UNDERSPECIFIED	UNDERGOER SCORE	ENABLER SCORE	TRIGGER SCORE	RESULT SCORE	UNDERSPECIFIED SCORE	CORRECT ANSWER	PREDICTED ANSWER	PREDICTION
3205	"The process of a liquid becoming a gas is called <span class=""blank""> </span> "						evaporation	The energy from the sun heated the water and caused it to evaporate - change from liquid water to water vapor.											evaporation	melting	False
3206	"The process of a liquid becoming a gas is called <span class=""blank""> </span> "						evaporation	The process of liquid water changing into water vapor is called evaporation.											evaporation	melting	False
3207	"The process of a liquid becoming a gas is called <span class=""blank""> </span> "						evaporation	The water evaporated back into water vapor in the air.	water		evaporated	water	in the air						evaporation	melting	False
3208	"The process of a liquid becoming a gas is called <span class=""blank""> </span> "						evaporation	Water evaporates as water vapor into the air.					into the air						evaporation	melting	False
3209	"The process of a liquid becoming a gas is called <span class=""blank""> </span> "						evaporation	Water from the oceans enters the atmosphere through evaporation.					the atmosphere						evaporation	melting	False
3210	"The process of a liquid becoming a gas is called <span class=""blank""> </span> "						boiling	Convection is the transfer of energy through movement, such as boiling water.											evaporation	melting	False
3211	"The process of a liquid becoming a gas is called <span class=""blank""> </span> "						boiling	Steam is water vapor that is at temperatures above the boiling point of water.											evaporation	melting	False
3212	"The process of a liquid becoming a gas is called <span class=""blank""> </span> "						boiling	The large amounts of energy required to change the state of water apply to both melting ice and boiling water.											evaporation	melting	False
3213	"The process of a liquid becoming a gas is called <span class=""blank""> </span> "						boiling	The bubbles seen when boiling water is not a chemical change.	water		bubbles								evaporation	melting	False
3214	"The process of a liquid becoming a gas is called <span class=""blank""> </span> "						boiling	Phase change examples are the melting of ice or the boiling of water.											evaporation	melting	False
3215	The force that pulls objects to the center of the Earth is called? 	force|objects		pulls			motion	Energy: energy an object has when it is in motion.					energy	0.0		0.0			gravity	acceleration	False
3216	The force that pulls objects to the center of the Earth is called? 	force|objects		pulls			motion	The kinetic energy of an object is the energy it has because of its motion.					Kinetic energy	0.0		0.0			gravity	acceleration	False
3217	The force that pulls objects to the center of the Earth is called? 	force|objects		pulls			motion	A change of position with respect to time.			change	position|respect to time		0.0		0.000141723356009			gravity	acceleration	False
3218	The force that pulls objects to the center of the Earth is called? 	force|objects		pulls			motion	The act of moving from place to place.		place	moving	place		0.0		0.154691043084			gravity	acceleration	False
3219	The force that pulls objects to the center of the Earth is called? 	force|objects		pulls			motion	The act or process of changing position or place.			changing			0.0		0.000141723356009			gravity	acceleration	False
3220	The force that pulls objects to the center of the Earth is called? 	force|objects		pulls			acceleration	Earth always produces the same acceleration on every object.						0.0		0.0			gravity	acceleration	False
3221	The force that pulls objects to the center of the Earth is called? 	force|objects		pulls			acceleration	For example, a cyclist uses chemical energy provided by food to accelerate a bicycle to a chosen speed.						0.0		0.0			gravity	acceleration	False
3222	The force that pulls objects to the center of the Earth is called? 	force|objects		pulls			acceleration	The change in an objects velocity is called acceleration.	objects		acceleration	change|velocity		1.0		0.0			gravity	acceleration	False
3223	The force that pulls objects to the center of the Earth is called? 	force|objects		pulls			acceleration	When an object accelerates its velocity is changing.	object		changing			1.0		0.000141723356009			gravity	acceleration	False
3224	The force that pulls objects to the center of the Earth is called? 	force|objects		pulls			acceleration	A change in the speed or direction of a moving object is called acceleration.			acceleration			0.0		0.0			gravity	acceleration	False
3225	The force that pulls objects to the center of the Earth is called? 	force|objects		pulls			gravity	A simple example of potential energy is the gravitational energy of some water at a height above the Earth.						0.0		0.0			gravity	acceleration	False
3226	The force that pulls objects to the center of the Earth is called? 	force|objects		pulls			gravity	An example of gravitational energy is water flowing down a waterfall.						0.0		0.0			gravity	acceleration	False
3227	The force that pulls objects to the center of the Earth is called? 	force|objects		pulls			gravity	The gravitational potential energy of the water is converting to kinetic energy.						0.0		0.0			gravity	acceleration	False
3228	The force that pulls objects to the center of the Earth is called? 	force|objects		pulls			gravity	Electrical energy and gravitational potential energy are two examples of stored energy.						0.0		0.0			gravity	acceleration	False
3229	The force that pulls objects to the center of the Earth is called? 	force|objects		pulls			gravity	The water cycle is powered by the Sun's energy and the Earth's gravity.						0.0		0.0			gravity	acceleration	False
3230	The force that pulls objects to the center of the Earth is called? 	force|objects		pulls			gravity	When you jump up in the air, you come back down to the ground due to gravity.						0.0		0.0			gravity	acceleration	False
3231	The force that pulls objects to the center of the Earth is called? 	force|objects		pulls			gravity	Gravity, or gravitation, is the attraction of all matter for all other matter.						0.0		0.0			gravity	acceleration	False
3232	The force that pulls objects to the center of the Earth is called? 	force|objects		pulls			gravity	the force of attraction by which terrestrial bodies tend to fall toward the center of the earth.						0.0		0.0			gravity	acceleration	False
3233	The force that pulls objects to the center of the Earth is called? 	force|objects		pulls			gravity	gravity is a natural phenomenon by which all physical bodies attract each other.						0.0		0.0			gravity	acceleration	False
3234	The force that pulls objects to the center of the Earth is called? 	force|objects		pulls			friction	all mechanical waves must lose energy as they move through a medium because some energy is lost due to friction.						0.0		0.0			gravity	acceleration	False
3235	The force that pulls objects to the center of the Earth is called? 	force|objects		pulls			friction	An excess of water creates too much suction, whereas a lack of water will create friction.						0.0		0.0			gravity	acceleration	False
3236	The force that pulls objects to the center of the Earth is called? 	force|objects		pulls			friction	Due to friction, kinetic energy is converted to heat and not potential energy.						0.0		0.0			gravity	acceleration	False
3237	The force that pulls objects to the center of the Earth is called? 	force|objects		pulls			friction	Part of the energy of your pushing moves the box, and part of the energy is lost to kinetic friction.						0.0		0.0			gravity	acceleration	False
3238	The force that pulls objects to the center of the Earth is called? 	force|objects		pulls			friction	In converting one form of energy into another, some energy is ordinarily wasted in overcoming friction.						0.0		0.0			gravity	acceleration	False
3239	The force that pulls objects to the center of the Earth is called? 	force|objects		pulls			friction	Friction is a force that provides resistance whenever two surfaces are in contact.						0.0		0.0			gravity	acceleration	False
3240	The force that pulls objects to the center of the Earth is called? 	force|objects		pulls			friction	The box pushed across the floor will eventually stop because of the force, or friction, the floor has on the box.	box		pushed			0.0903867179854		0.0			gravity	acceleration	False
3241	The force that pulls objects to the center of the Earth is called? 	force|objects		pulls			friction	Friction is also the force exerted by brakes on a bicycle or car in order to stop.						0.0		0.0			gravity	acceleration	False
3242	The force that pulls objects to the center of the Earth is called? 	force|objects		pulls			friction	When two objects slide over one another friction can occur.						0.0		0.0			gravity	acceleration	False
3243	The force that pulls objects to the center of the Earth is called? 	force|objects		pulls			friction	Friction is the force resisting the relative motion of solid surfaces, fluid layers, and material elements sliding against each other.						0.0		0.0			gravity	acceleration	False
3244	Thermal energy that travels from the sun to Earth is transferred by 					travels from the sun to Earth	conduction	Students should realize that water is better than air at conducting energy.										0.0	radiation	convection	False
3245	Thermal energy that travels from the sun to Earth is transferred by 					travels from the sun to Earth	conduction	Some materials conduct energy better than others.										0.0	radiation	convection	False
3246	Thermal energy that travels from the sun to Earth is transferred by 					travels from the sun to Earth	conduction	Root functions include water and mineral conduction, food and water storage, and anchorage.										0.0	radiation	convection	False
3247	Thermal energy that travels from the sun to Earth is transferred by 					travels from the sun to Earth	conduction	The warmed surface water is then transferred downward into the water column by conduction and convection.	warmed surface water		convection	transferred downward into the water column						0.0	radiation	convection	False
3248	Thermal energy that travels from the sun to Earth is transferred by 					travels from the sun to Earth	conduction	The direct transfer of thermal motion (heat) between molecules of objects in direct contact with each other.	heat	motion|molecules|objects|contact	transfer							0.0	radiation	convection	False
3249	Thermal energy that travels from the sun to Earth is transferred by 					travels from the sun to Earth	convection	The greater the movement of the air or water the greater the rate of heat removal by convection.	water		convection	movement|heat						0.0	radiation	convection	False
3250	Thermal energy that travels from the sun to Earth is transferred by 					travels from the sun to Earth	convection	Water vapor in the air rises mostly by convection.			convection	Water vapor						0.0	radiation	convection	False
3251	Thermal energy that travels from the sun to Earth is transferred by 					travels from the sun to Earth	convection	The warmed surface water is then transferred downward into the water column by conduction and convection.	warmed surface water		convection	transferred downward into the water column						0.0	radiation	convection	False
3252	Thermal energy that travels from the sun to Earth is transferred by 					travels from the sun to Earth	convection	Heat was transferred from the flame of the stove to the water by convection.	Heat		convection	transferred|water	from the flame of the stove					0.24616326654800003	radiation	convection	False
3253	Thermal energy that travels from the sun to Earth is transferred by 					travels from the sun to Earth	convection	The particles move around from one place to another through the flow of thermal energy during convection.	particles	thermal	move		flow of thermal energy					0.00295961815603	radiation	convection	False
3254	Thermal energy that travels from the sun to Earth is transferred by 					travels from the sun to Earth	radiation	diverge or spread from or as if from a central point.										0.0	radiation	convection	False
3255	Thermal energy that travels from the sun to Earth is transferred by 					travels from the sun to Earth	radiation	emit (energy, especially light or heat) in the form of rays or waves.										0.0	radiation	convection	False
3256	Thermal energy that travels from the sun to Earth is transferred by 					travels from the sun to Earth	radiation	radiation is the emission or transmission of energy in the form of waves or particles through space or through a material medium										0.0	radiation	convection	False
3257	Thermal energy that travels from the sun to Earth is transferred by 					travels from the sun to Earth	radiation	the complete process in which energy is emitted by one body, transmitted through an intervening medium or space, and absorbed by another body.		space	process	body|medium|body						0.0	radiation	convection	False
3258	Thermal energy that travels from the sun to Earth is transferred by 					travels from the sun to Earth	radiation	the process in which energy is emitted as particles or waves.										0.0	radiation	convection	False
3259	"During <span class=""blank""> </span>, a light ray changes direction as it passes from one material to another. "					as it passes from one material to another	reflection	Only the part of the moon that is reflecting the light from the Sun is changing.	part|reflecting		changing							0.0	refraction	reflection	False
3260	"During <span class=""blank""> </span>, a light ray changes direction as it passes from one material to another. "					as it passes from one material to another	reflection	If light or sound 'reflects' off something, it hits it and goes in a different direction.			reflects	different direction						0.0	refraction	reflection	False
3261	"During <span class=""blank""> </span>, a light ray changes direction as it passes from one material to another. "					as it passes from one material to another	reflection	To cause to return or to throw off after striking or falling on any surface, and in accordance with certain physical laws			falling							0.0	refraction	reflection	False
3262	"During <span class=""blank""> </span>, a light ray changes direction as it passes from one material to another. "					as it passes from one material to another	reflection	To throw or bend back (light, for example) from a surface			throw							0.0	refraction	reflection	False
3263	"During <span class=""blank""> </span>, a light ray changes direction as it passes from one material to another. "					as it passes from one material to another	reflection	When light interacts with matter, some of the light is transmitted, some is reflected, and some is absorbed.										0.0	refraction	reflection	False
3264	"During <span class=""blank""> </span>, a light ray changes direction as it passes from one material to another. "					as it passes from one material to another	refraction	When light travels through water or a lens, for example, its path is bent or refracted.		travels	refracted							0.0	refraction	reflection	False
3265	"During <span class=""blank""> </span>, a light ray changes direction as it passes from one material to another. "					as it passes from one material to another	refraction	Moon will reflect some sunlight that is refracted by the Earth's atmosphere.										0.0	refraction	reflection	False
3266	"During <span class=""blank""> </span>, a light ray changes direction as it passes from one material to another. "					as it passes from one material to another	refraction	Condensed water in the air may also refract sunlight to produce rainbows.										0.0	refraction	reflection	False
3267	"During <span class=""blank""> </span>, a light ray changes direction as it passes from one material to another. "					as it passes from one material to another	refraction	The moon will appear orange because of lower frequency light being refracted in Earth's atmosphere.	moon		appear	frequency light|refracted|Earth						0.0	refraction	reflection	False
3268	"During <span class=""blank""> </span>, a light ray changes direction as it passes from one material to another. "					as it passes from one material to another	refraction	To break the natural course of, as rays of light or heat, when passing from one transparent medium to another of different density			break	natural|light						0.0	refraction	reflection	False
3269	"Light can <span class=""blank""> </span>off surfaces that it strikes. "					off surfaces that it strikes	motion	Energy: energy an object has when it is in motion.					energy					0.0	reflect	motion	False
3270	"Light can <span class=""blank""> </span>off surfaces that it strikes. "					off surfaces that it strikes	motion	The kinetic energy of an object is the energy it has because of its motion.					Kinetic energy					0.0	reflect	motion	False
3271	"Light can <span class=""blank""> </span>off surfaces that it strikes. "					off surfaces that it strikes	motion	A change of position with respect to time.			change	position|respect to time						0.0	reflect	motion	False
3272	"Light can <span class=""blank""> </span>off surfaces that it strikes. "					off surfaces that it strikes	motion	The act of moving from place to place.		place	moving	place						0.0	reflect	motion	False
3273	"Light can <span class=""blank""> </span>off surfaces that it strikes. "					off surfaces that it strikes	motion	The act or process of changing position or place.			changing							0.0	reflect	motion	False
3274	"Light can <span class=""blank""> </span>off surfaces that it strikes. "					off surfaces that it strikes	reflect	Only the part of the moon that is reflecting the light from the Sun is changing.	part|reflecting		changing							0.0	reflect	motion	False
3275	"Light can <span class=""blank""> </span>off surfaces that it strikes. "					off surfaces that it strikes	reflect	If light or sound 'reflects' off something, it hits it and goes in a different direction.			reflects	different direction						0.0	reflect	motion	False
3276	"Light can <span class=""blank""> </span>off surfaces that it strikes. "					off surfaces that it strikes	reflect	To cause to return or to throw off after striking or falling on any surface, and in accordance with certain physical laws			falling							0.0	reflect	motion	False
3277	"Light can <span class=""blank""> </span>off surfaces that it strikes. "					off surfaces that it strikes	reflect	To throw or bend back (light, for example) from a surface			throw							0.0	reflect	motion	False
3278	"Light can <span class=""blank""> </span>off surfaces that it strikes. "					off surfaces that it strikes	reflect	When light interacts with matter, some of the light is transmitted, some is reflected, and some is absorbed.										0.0	reflect	motion	False
3279	The process in which something changes from a gas state to a liquid state 						convection	The greater the movement of the air or water the greater the rate of heat removal by convection.	water		convection	movement|heat							condensation	convection	False
3280	The process in which something changes from a gas state to a liquid state 						convection	Water vapor in the air rises mostly by convection.			convection	Water vapor							condensation	convection	False
3281	The process in which something changes from a gas state to a liquid state 						convection	The warmed surface water is then transferred downward into the water column by conduction and convection.	warmed surface water		convection	transferred downward into the water column							condensation	convection	False
3282	The process in which something changes from a gas state to a liquid state 						convection	Heat was transferred from the flame of the stove to the water by convection.	Heat		convection	transferred|water	from the flame of the stove						condensation	convection	False
3283	The process in which something changes from a gas state to a liquid state 						convection	The particles move around from one place to another through the flow of thermal energy during convection.	particles	thermal	move		flow of thermal energy						condensation	convection	False
3284	The process in which something changes from a gas state to a liquid state 						condensation	Condensation is defined as the phase change from gas (vapor) to liquid.											condensation	convection	False
3285	The process in which something changes from a gas state to a liquid state 						condensation	condensation is the process in which water vapor in the air is changed into liquid water.					in the air						condensation	convection	False
3286	The process in which something changes from a gas state to a liquid state 						condensation	Water vapour condenses to liquid water.											condensation	convection	False
3287	The process in which something changes from a gas state to a liquid state 						condensation	Water drops on the outside of a cold glass of water are condensed water.					cold glass of water						condensation	convection	False
3288	The process in which something changes from a gas state to a liquid state 						condensation	The water in a cloud comes from water vapor in the air that has condensed.											condensation	convection	False
3289	The process in which something changes from a gas state to a liquid state 						condensation	The condensed water molecules form liquid water droplets.											condensation	convection	False
3290	The process in which something changes from a gas state to a liquid state 						forecast	Changes in pressure are used to predict imminent weather changes, so barometers are useful tools for weather forecasting.											condensation	convection	False
3291	The process in which something changes from a gas state to a liquid state 						forecast	Pressure is Measured Meteorologists use a number of tools to gauge weather changes and to create forecasts.											condensation	convection	False
3292	The process in which something changes from a gas state to a liquid state 						forecast	Weather forecasters look at the relative change at different places, taking into account how air pressure changes with elevation.											condensation	convection	False
3293	The process in which something changes from a gas state to a liquid state 						forecast	Using winds and a barometer to make forecasts.											condensation	convection	False
3294	The process in which something changes from a gas state to a liquid state 						forecast	weather How Atmospheric Pressure is Measured Meteorologists use a number of tools to gauge weather changes and to create forecasts.											condensation	convection	False
3295	squeezing oranges to make orange juice 						physical change	A change in the physical state of a molecule, object, wave or system.			change								physical change	physical change	True
3296	squeezing oranges to make orange juice 						physical change	A physical change involves a change in physical properties											physical change	physical change	True
3297	squeezing oranges to make orange juice 						physical change	Physical changes occur when objects or substances undergo a change that does not change their chemical composition	objects		changes|change	change|composition							physical change	physical change	True
3298	squeezing oranges to make orange juice 						physical change	Physical changes are used to separate mixtures into their component compounds, but can not usually be used to separate compounds into chemical elements or simpler compounds.											physical change	physical change	True
3299	squeezing oranges to make orange juice 						physical change	Physical changes are changes affecting the form of a chemical substance, but not its chemical composition.											physical change	physical change	True
3300	squeezing oranges to make orange juice 						chemical change	A change at the molecular, atomic or subcellular level in an organism.	organism		change	level							physical change	physical change	True
3301	squeezing oranges to make orange juice 						chemical change	A chemical reaction is a process in which one or more substances are converted into other substances.											physical change	physical change	True
3302	squeezing oranges to make orange juice 						chemical change	Chemical changes occur when a substance combines with another to form a new substance, called synthesis or, alternatively, decomposes into two or more different substances											physical change	physical change	True
3303	squeezing oranges to make orange juice 						chemical change	Chemical reactions are usually characterized by a chemical change, and they yield one or more products, which usually have properties different from the reactants					products						physical change	physical change	True
3304	squeezing oranges to make orange juice 						chemical change	Chemical reactions can be either spontaneous, requiring no input of energy, or non-spontaneous, typically following the input of some type of energy, such as heat, light or electricity											physical change	physical change	True
3305	If a snake copies another snake it is called 						play	For example, energy of food could be transformed in energy to play.											mimicry	play	False
3306	If a snake copies another snake it is called 						play	If you play a musical instrument, you make music using it.	instrument		play	music							mimicry	play	False
3307	If a snake copies another snake it is called 						play	The act or manner of engaging in a game or sport		game	engaging								mimicry	play	False
3308	If a snake copies another snake it is called 						play	The act or manner of using a card, piece, or ball in a game or sport											mimicry	play	False
3309	If a snake copies another snake it is called 						play	To act in a manner such that one has fun		manner	act	fun							mimicry	play	False
3310	If a snake copies another snake it is called 						mimicry	The last method of camouflage animals might use is called mimicry.	animals		mimicry								mimicry	play	False
3311	If a snake copies another snake it is called 						mimicry	Animals use concealing or disruptive coloration, disguise, and mimicry to protect themselves.											mimicry	play	False
3312	If a snake copies another snake it is called 						mimicry	Other flowers use mimicry to attract pollinators.											mimicry	play	False
3313	If a snake copies another snake it is called 						mimicry	Predators may also use mimicry to lure their prey, however.											mimicry	play	False
3314	If a snake copies another snake it is called 						mimicry	The resemblance of one organism to another or to an object in its surroundings for concealment and protection from predators.											mimicry	play	False
3315	If a snake copies another snake it is called 						camouflage	Some animals use camouflage to hide from their enemies.	animals		camouflage	hide|their enemies							mimicry	play	False
3316	If a snake copies another snake it is called 						camouflage	Most animals of the open sea use at least one of these methods to camouflage themselves.											mimicry	play	False
3317	If a snake copies another snake it is called 						camouflage	Prey animals often use camouflage to hide from predators.	animals		camouflage	hide from predators							mimicry	play	False
3318	If a snake copies another snake it is called 						camouflage	There are four basic ways animals camouflage themselves.											mimicry	play	False
3319	If a snake copies another snake it is called 						camouflage	An example of animals that uses both aggressive and defensive camouflage is octopuses.	animals		camouflage	octopuses	aggressive | defensive						mimicry	play	False
3320	If a snake copies another snake it is called 						camouflage	Animals that change color or are of a color similar to their environment can camouflage themselves so that they cannot be easily seen.	Animals		change	can not be easily							mimicry	play	False
3321	If a snake copies another snake it is called 						camouflage	Camouflage is the use of any combination of materials, coloration or illumination for concealment											mimicry	play	False
3322	If a snake copies another snake it is called 						camouflage	Camouflage is an adaptation that helps many animals avoid detection by predators or prey because it allows them to blend in to their natural environments.	animals	detection|natural	adaptation	avoid|predators|blend|their|environments							mimicry	play	False
3323	If a snake copies another snake it is called 						camouflage	Structural adaptation that enables species to blend with their surroundings	species	their	adaptation	blend|surroundings							mimicry	play	False
3324	If a snake copies another snake it is called 						camouflage	A primary defense against predators throughout the animal kingdom (and against the enemy during human warfare) is to avoid detection or recognition through camouflage			camouflage								mimicry	play	False
3325	If a snake copies another snake it is called 						camouflage	Animals that change color or are of a color similar to their environment can camouflage themselves so that they cannot be easily seen.	Animals		change	can not be easily							mimicry	play	False
3326	If a snake copies another snake it is called 						camouflage	Something, that makes an animal, person, building etc. difficult for enemies to see.											mimicry	play	False
3327	If a snake copies another snake it is called 						camouflage	Camouflage is a method of avoiding detection by mimicking the surrounding environment											mimicry	play	False
3328	If a snake copies another snake it is called 						camouflage	The leopard's camouflage makes it blend in with the forest shadows.											mimicry	play	False
3329	If a snake copies another snake it is called 						camouflage	Rabbits use their white fur as camouflage in the snow.	Rabbits		camouflage		snow						mimicry	play	False
3330	A period when an animal goes into a long, deep sleep is called 	animal		period	deep		hibernation	Some animals hibernate for part or all of the winter.						0.0		0.0	0.0		hibernation	hibernation	True
3331	A period when an animal goes into a long, deep sleep is called 	animal		period	deep		hibernation	There are many animals who hibernate in winter.						0.0		0.0	0.0		hibernation	hibernation	True
3332	A period when an animal goes into a long, deep sleep is called 	animal		period	deep		hibernation	Most animals hibernate when it becomes too cold and it is hard to find food.						0.0		0.0	0.0		hibernation	hibernation	True
3333	A period when an animal goes into a long, deep sleep is called 	animal		period	deep		hibernation	Every animal hibernates in different ways.						0.0		0.0	0.0		hibernation	hibernation	True
3334	A period when an animal goes into a long, deep sleep is called 	animal		period	deep		hibernation	Before entering hibernation, animals need to store enough energy to last through the entire winter.					store enough energy	0.0		0.0	0.0		hibernation	hibernation	True
3335	A period when an animal goes into a long, deep sleep is called 	animal		period	deep		hibernation	Hibernation is going into a dormant state for the winter.						0.0		0.0	0.0		hibernation	hibernation	True
3336	A period when an animal goes into a long, deep sleep is called 	animal		period	deep		hibernation	When some animals prepare for the long winters by storing food and going dormant it is called hibernation.	animals	long winters	storing			1.0		0.0	0.0		hibernation	hibernation	True
3337	A period when an animal goes into a long, deep sleep is called 	animal		period	deep		hibernation	Hibernation is a state of inactivity and metabolic depression in endotherms						0.0		0.0	0.0		hibernation	hibernation	True
3338	A period when an animal goes into a long, deep sleep is called 	animal		period	deep		hibernation	Hibernation is an extended period of deep sleep, or torpor, that allows animals to survive winter extremes						0.0		0.0	0.0		hibernation	hibernation	True
3339	A period when an animal goes into a long, deep sleep is called 	animal		period	deep		hibernation	Hibernation is a deep sleep that helps them to save energy and survive the winter without eating much.			sleep	save energy|winter		0.0		0.00031887755102	0.0		hibernation	hibernation	True
3340	A period when an animal goes into a long, deep sleep is called 	animal		period	deep		hibernation	Ways that animals respond to changes in their environment, such as seasonal changes include hibernation, migration, growing thick fur, or shivering.	Ways|animals	migration|fur	respond			1.0		0.0	0.0		hibernation	hibernation	True
3341	A period when an animal goes into a long, deep sleep is called 	animal		period	deep		hibernation	When some animals prepare for the long winters by storing food and going dormant it is called hibernation.	animals	long winters	storing			1.0		0.0	0.0		hibernation	hibernation	True
3342	A period when an animal goes into a long, deep sleep is called 	animal		period	deep		hibernation	Hibernation is a state of resting (torpor) or deep sleep some animals go into to conserve energy, usually during the winter.	animals	resting|sleep|winter	conserve	energy		1.0		0.0	0.0		hibernation	hibernation	True
3343	A period when an animal goes into a long, deep sleep is called 	animal		period	deep		hibernation	During hibernation animals slow their metabolism to very low levels, with body temperature and breathing rates lowered, gradually using up body fat which was stored up during the warmer months during which the animal was active.						0.0		0.0	0.0		hibernation	hibernation	True
3344	A period when an animal goes into a long, deep sleep is called 	animal		period	deep		hibernation	Some animals hibernate (go into a deep sleep) so they can survive throughout the cold season when the weather is freezing and the food is scarce.	animals	weather	hibernate	scarce		1.0		0.0	0.0		hibernation	hibernation	True
3345	A period when an animal goes into a long, deep sleep is called 	animal		period	deep		hibernation	When some animals prepare for the long winters by storing food and going dormant it is called hibernation.	animals	long winters	storing			1.0		0.0	0.0		hibernation	hibernation	True
3346	A period when an animal goes into a long, deep sleep is called 	animal		period	deep		hibernation	to spend the winter in close quarters in a dormant condition, as bears and certain other animals.					close quarters	0.0		0.0	0.0		hibernation	hibernation	True
3347	A period when an animal goes into a long, deep sleep is called 	animal		period	deep		hibernation	An inactive state resembling deep sleep in which certain animals living in cold climates pass the winter.	animals		sleep	climates|winter		1.0		0.00031887755102	0.0		hibernation	hibernation	True
3348	A period when an animal goes into a long, deep sleep is called 	animal		period	deep		hibernation	Hibernation is a state of inactivity and metabolic depression in endotherms.						0.0		0.0	0.0		hibernation	hibernation	True
3349	A period when an animal goes into a long, deep sleep is called 	animal		period	deep		migration	Plants or go dormant, and animals alter the patterns of their lives, changing color, migrating, and even going dormant themselves.						0.0		0.0	0.0		hibernation	hibernation	True
3350	A period when an animal goes into a long, deep sleep is called 	animal		period	deep		migration	Animals migrate in order to breed, grow, find food or avoid cold weather.	Animals	cold weather	migrate|breed	breed|grow|find food or avoid cold weather		1.0		0.0	0.0		hibernation	hibernation	True
3351	A period when an animal goes into a long, deep sleep is called 	animal		period	deep		migration	Animals may migrate to raise their young, find the food they need, to stay warm.	Animals		migrate	food		1.0		0.0	0.0		hibernation	hibernation	True
3352	A period when an animal goes into a long, deep sleep is called 	animal		period	deep		migration	Moving to a warmer climate in the cold months is another way some animals deal with changes in the weather.						0.0		0.0	0.0		hibernation	hibernation	True
3353	A period when an animal goes into a long, deep sleep is called 	animal		period	deep		migration	When animals move to a warmer climate to avoid the change in seasons, we call this migration.						0.0		0.0	0.0		hibernation	hibernation	True
3354	A period when an animal goes into a long, deep sleep is called 	animal		period	deep		migration	migration is the relatively long distance movement of individuals, usually on a seasonal basis	individuals		movement		seasonal	0.0		0.0	0.0		hibernation	hibernation	True
3355	A period when an animal goes into a long, deep sleep is called 	animal		period	deep		migration	Migratory behavior is persistent and straightened out movement effected by the animal’s own locomotory exertions or by its active embarkation upon a vehicle						0.0		0.0	0.0		hibernation	hibernation	True
3356	A period when an animal goes into a long, deep sleep is called 	animal		period	deep		migration	The definition of a migration is a movement to another place, often of a large group of people or animals.	animals		movement			1.0		0.0	0.0		hibernation	hibernation	True
3357	A period when an animal goes into a long, deep sleep is called 	animal		period	deep		migration	When animals move to a warmer climate to avoid the change in seasons, we call this migration.					warmer climate	0.0		0.0	0.0		hibernation	hibernation	True
3358	A period when an animal goes into a long, deep sleep is called 	animal		period	deep		migration	the periodic passage of groups of animals (especially birds or fishes) from one region to another for feeding or breeding	animals|birds|fishes		passage	region		1.0		0.0	0.0		hibernation	hibernation	True
3359	A period when an animal goes into a long, deep sleep is called 	animal		period	deep		migration	food is the single most important reason that animals migrate	animals		reason			1.0		0.0	0.0		hibernation	hibernation	True
3360	A period when an animal goes into a long, deep sleep is called 	animal		period	deep		migration	Animals also migrate to avoid extreme heat or cold	Animals		migrate	extreme heat or cold		1.0		0.0	0.0		hibernation	hibernation	True
3361	A period when an animal goes into a long, deep sleep is called 	animal		period	deep		migration	(of an animal, typically a bird or fish) move from one region or habitat to another, especially regularly according to the seasons.			move	animal|region|habitat|another|according to|seasons	regularly	0.0		0.0	0.0		hibernation	hibernation	True
3362	A period when an animal goes into a long, deep sleep is called 	animal		period	deep		migration	Migration is moving to warmer climates.						0.0		0.0	0.0		hibernation	hibernation	True
3363	A period when an animal goes into a long, deep sleep is called 	animal		period	deep		migration	Many mammals, birds, fishes, insects, and other animals move from one place to another at certain times of the year.					certain times of the year	0.0		0.0	0.0		hibernation	hibernation	True
3364	A period when an animal goes into a long, deep sleep is called 	animal		period	deep		migration	The seasonal movement of a complete population of animals from one area to another.	animals|area	complete	movement	to		1.0		0.0	0.0		hibernation	hibernation	True
3365	A period when an animal goes into a long, deep sleep is called 	animal		period	deep		migration	The movement of one atom or more, or of a double bond, from one position to another within a molecule.	molecule	atom	movement	position to another	molecule	0.0		0.0	0.359063746209		hibernation	hibernation	True
3366	A period when an animal goes into a long, deep sleep is called 	animal		period	deep		migration	Animal migration is the relatively long-distance movement of individuals, usually on a seasonal basis.	individuals		movement			0.0		0.0	0.0		hibernation	hibernation	True
3367	A period when an animal goes into a long, deep sleep is called 	animal		period	deep		camouflage	Some animals use camouflage to hide from their enemies.	animals		camouflage	hide|their enemies		1.0		0.0	0.0		hibernation	hibernation	True
3368	A period when an animal goes into a long, deep sleep is called 	animal		period	deep		camouflage	Most animals of the open sea use at least one of these methods to camouflage themselves.						0.0		0.0	0.0		hibernation	hibernation	True
3369	A period when an animal goes into a long, deep sleep is called 	animal		period	deep		camouflage	Prey animals often use camouflage to hide from predators.	animals		camouflage	hide from predators		1.0		0.0	0.0		hibernation	hibernation	True
3370	A period when an animal goes into a long, deep sleep is called 	animal		period	deep		camouflage	There are four basic ways animals camouflage themselves.						0.0		0.0	0.0		hibernation	hibernation	True
