	ANSWER_CHOICE	A_DIRECTION	A_ENABLER	A_LOCATION	A_MEDIUM	A_RESULT	A_SOURCE	A_TARGET	A_THEME	A_TRIGGER	A_UNDERGOER	CORRECT_ANSWER	DIRECTION_SCORE	ENABLER_SCORE	LOCATION_SCORE	MEDIUM_SCORE	PREDICTED_ANSWER	PREDICTION	QUESTION	Q_DIRECTION	Q_ENABLER	Q_LOCATION	Q_MEDIUM	Q_RESULT	Q_SOURCE	Q_TARGET	Q_THEME	Q_TRIGGER	Q_UNDERGOER	RESULT_SCORE	SOURCE_SCORE	TARGET_SCORE	THEME_SCORE	TRIGGER_SCORE	UNDERGOER_SCORE
2918	migration		locomotory exertions | active embarkation							movement	animal	hibernation					hibernation	True	A period when an animal goes into a long, deep sleep is called 									deep sleep	animal					0.0	1.0
2919	migration									movement to another place	people | animals	hibernation					hibernation	True	A period when an animal goes into a long, deep sleep is called 									deep sleep	animal					0.0	1.0
2920	migration		avoid the change in seasons							move | migration	animals	hibernation					hibernation	True	A period when an animal goes into a long, deep sleep is called 									deep sleep	animal					0.0	1.0
2921	migration		for feeding or breeding			from one region to another				periodic passage	animals | birds | fishes	hibernation					hibernation	True	A period when an animal goes into a long, deep sleep is called 									deep sleep	animal					0.0	1.0
2922	migration		food							migrate	animals	hibernation					hibernation	True	A period when an animal goes into a long, deep sleep is called 									deep sleep	animal					0.0	1.0
2923	migration		avoid extreme heat or cold							migrate	animals	hibernation					hibernation	True	A period when an animal goes into a long, deep sleep is called 									deep sleep	animal					0.0	1.0
2924	migration		seasons			one region or habitat to another				move	animal | bird | fish	hibernation					hibernation	True	A period when an animal goes into a long, deep sleep is called 									deep sleep	animal					0.0	1.0
2925	migration									moving		hibernation					hibernation	True	A period when an animal goes into a long, deep sleep is called 									deep sleep	animal					0.0	
2926	migration					one place to another				move	mammals | birds | fishes | insects | animals	hibernation					hibernation	True	A period when an animal goes into a long, deep sleep is called 									deep sleep	animal					0.0	1.0
2927	migration					from one area to another				seasonal movement	animals	hibernation					hibernation	True	A period when an animal goes into a long, deep sleep is called 									deep sleep	animal					0.0	1.0
2928	migration					from one position to another				movement	atom | double bond	hibernation					hibernation	True	A period when an animal goes into a long, deep sleep is called 									deep sleep	animal					0.0	0.0
2929	migration									movement | migration	animal	hibernation					hibernation	True	A period when an animal goes into a long, deep sleep is called 									deep sleep	animal					0.0	1.0
2930	camouflage					hide from their enemies				camouflage	animals	hibernation					hibernation	True	A period when an animal goes into a long, deep sleep is called 									deep sleep	animal					0.0	1.0
2931	camouflage									camouflage	animals	hibernation					hibernation	True	A period when an animal goes into a long, deep sleep is called 									deep sleep	animal					0.0	1.0
2932	camouflage					hide from predators				camouflage	animals	hibernation					hibernation	True	A period when an animal goes into a long, deep sleep is called 									deep sleep	animal					0.0	1.0
2933	camouflage									camouflage	animals | octopuses	hibernation					hibernation	True	A period when an animal goes into a long, deep sleep is called 									deep sleep	animal					0.0	1.0
2934	camouflage					cannot be easily seen				change color | camouflage	animals	hibernation					hibernation	True	A period when an animal goes into a long, deep sleep is called 									deep sleep	animal					0.0	1.0
2935	camouflage					concealment				use of any combination of materials, coloration or illumination		hibernation					hibernation	True	A period when an animal goes into a long, deep sleep is called 									deep sleep	animal					0.0	
2936	camouflage		avoid detection by predators or prey			blend in to their natural environments				adaptation	animals	hibernation					hibernation	True	A period when an animal goes into a long, deep sleep is called 									deep sleep	animal					0.0	1.0
2937	camouflage					blend with their surroundings				adaptation	species	hibernation					hibernation	True	A period when an animal goes into a long, deep sleep is called 									deep sleep	animal					0.0	0.0
2938	camouflage		primary defense against predators			avoid detection or recognition				camouflage	animal	hibernation					hibernation	True	A period when an animal goes into a long, deep sleep is called 									deep sleep	animal					0.0	1.0
2939	camouflage					difficult for enemies to see					animal | person | building	hibernation					hibernation	True	A period when an animal goes into a long, deep sleep is called 									deep sleep	animal						1.0
2940	camouflage					avoiding detection				mimicking the surrounding environment		hibernation					hibernation	True	A period when an animal goes into a long, deep sleep is called 									deep sleep	animal					0.0	
2941	camouflage					blend in with the forest shadows				camouflage	leopard	hibernation					hibernation	True	A period when an animal goes into a long, deep sleep is called 									deep sleep	animal					0.0	0.25
2942	camouflage		white fur							camouflage |use	rabbits	hibernation					hibernation	True	A period when an animal goes into a long, deep sleep is called 									deep sleep	animal					0.0	0.173611111111
2943	freezing					ice				changing | freezing	water	freezing					freezing	True	Which would cause liquid water to change to a solid? 					solid				change	liquid water	0.137617065557				1.0	1.0
2944	freezing		loss of heat			solid				pass	liquid	freezing					freezing	True	Which would cause liquid water to change to a solid? 					solid				change	liquid water	1.0				0.00145843330296	1.0
2945	freezing		temperature is lowered			solid				phase transition | freezing | solidification	liquid	freezing					freezing	True	Which would cause liquid water to change to a solid? 					solid				change	liquid water	1.0				0.27423822714699997	1.0
2946	freezing					ice | solid body				become hardened		freezing					freezing	True	Which would cause liquid water to change to a solid? 					solid				change	liquid water	1.0				0.9767545675689999	
2947	freezing		lower temperature							freeze	Salt water	freezing					freezing	True	Which would cause liquid water to change to a solid? 					solid				change	liquid water					0.0308	0.432338494861
2948	freezing									freeze	water	freezing					freezing	True	Which would cause liquid water to change to a solid? 					solid				change	liquid water					0.0308	1.0
2949	freezing					solid ice				changed | freezing	water	freezing					freezing	True	Which would cause liquid water to change to a solid? 					solid				change	liquid water	1.0				1.0	1.0
2950	freezing									freezes | it expands	water	freezing					freezing	True	Which would cause liquid water to change to a solid? 					solid				change	liquid water					0.624349635796	1.0
2951	freezing					Water as Ice				freeze	water vapour or liquid water	freezing					freezing	True	Which would cause liquid water to change to a solid? 					solid				change	liquid water	0.137617065557				0.0308	1.0
2952	heating		changes							heat energy	toaster	freezing					freezing	True	Which would cause liquid water to change to a solid? 					solid				change	liquid water					0.173333333333	0.0
2953	heating									heat energy		freezing					freezing	True	Which would cause liquid water to change to a solid? 					solid				change	liquid water					0.173333333333	
2954	heating					chemical energy changes to heat energy				burnt	fuels	freezing					freezing	True	Which would cause liquid water to change to a solid? 					solid				change	liquid water	0.0				0.0255952380952	0.0
2955	heating					heat energy and light energy				burning	wood	freezing					freezing	True	Which would cause liquid water to change to a solid? 					solid				change	liquid water	0.0				0.0255952380952	0.0
2956	heating									heat	air or water	freezing					freezing	True	Which would cause liquid water to change to a solid? 					solid				change	liquid water					0.173333333333	0.428477692545
2957	warming					luke warm					water	freezing					freezing	True	Which would cause liquid water to change to a solid? 					solid				change	liquid water	0.0					1.0
2958	warming					gets warmer					spoon	freezing					freezing	True	Which would cause liquid water to change to a solid? 					solid				change	liquid water	0.0					0.0
2959	warming									global warming	animals | plants	freezing					freezing	True	Which would cause liquid water to change to a solid? 					solid				change	liquid water					0.6	0.0
2960	warming					evaporation				warms	water	freezing					freezing	True	Which would cause liquid water to change to a solid? 					solid				change	liquid water	0.0				0.6	1.0
2961	warming									warm	water	freezing					freezing	True	Which would cause liquid water to change to a solid? 					solid				change	liquid water					0.6	1.0
2962	dripping					onto their coffee tables				dripping off their chilled drink glass	condensed water	freezing					freezing	True	Which would cause liquid water to change to a solid? 					solid				change	liquid water	0.0				0.0416666666667	0.428477692545
2963	rotation									rotates | spins	earth	rotation					rotation	True	"<span class=""blank""> </span>is the spinning of a planet on its axis. "									spinning	planet					1.0	0.505457633996
2964	rotation									move in a circle		rotation					rotation	True	"<span class=""blank""> </span>is the spinning of a planet on its axis. "									spinning	planet					0.0774192661431	
2965	rotation									rotation | circular movement	object	rotation					rotation	True	"<span class=""blank""> </span>is the spinning of a planet on its axis. "									spinning	planet					0.0217008570365	1.0
2966	rotation									rotation	earth	rotation					rotation	True	"<span class=""blank""> </span>is the spinning of a planet on its axis. "									spinning	planet					0.02	0.505457633996
2967	rotation					day and night				rotation	earth	rotation					rotation	True	"<span class=""blank""> </span>is the spinning of a planet on its axis. "									spinning	planet					0.02	0.505457633996
2968	revolution		moon | earth							revolves | moving		rotation					rotation	True	"<span class=""blank""> </span>is the spinning of a planet on its axis. "									spinning	planet					0.0417640347233	
2969	revolution		moon | earth							revolves		rotation					rotation	True	"<span class=""blank""> </span>is the spinning of a planet on its axis. "									spinning	planet					0.0625	
2970	revolution		moon							revolves		rotation					rotation	True	"<span class=""blank""> </span>is the spinning of a planet on its axis. "									spinning	planet					0.0625	
2971	revolution		earth							revolves		rotation					rotation	True	"<span class=""blank""> </span>is the spinning of a planet on its axis. "									spinning	planet					0.0625	
2972	orbit					amount of its lit surface that is visible from the Earth changes				orbits	Moon	rotation					rotation	True	"<span class=""blank""> </span>is the spinning of a planet on its axis. "									spinning	planet					0.0	0.0
2973	orbit					it moves between the sun and Earth				orbits Earth	moon	rotation					rotation	True	"<span class=""blank""> </span>is the spinning of a planet on its axis. "									spinning	planet					0.0	0.0
2974	orbit									orbit | path	planet	rotation					rotation	True	"<span class=""blank""> </span>is the spinning of a planet on its axis. "									spinning	planet					0.0	1.0
2975	orbit									path	body	rotation					rotation	True	"<span class=""blank""> </span>is the spinning of a planet on its axis. "									spinning	planet					0.0	0.814215949684
2976	orbit									circle | revolve around		rotation					rotation	True	"<span class=""blank""> </span>is the spinning of a planet on its axis. "									spinning	planet					0.0304379634319	
2977	separated					survive when planted				separating the roots	plants	composted					processed	False	"There is one more way to deal with our growing garbage problem. Leaves and grass clippings can be <span class=""blank""> </span>or placed in a pile in the backyard. They will break down into soil and not have to be collected and take up space in our landfills. "					break down into soil						0.0					
2978	separated					gas | water vapor				separate	water molecules	composted					processed	False	"There is one more way to deal with our growing garbage problem. Leaves and grass clippings can be <span class=""blank""> </span>or placed in a pile in the backyard. They will break down into soil and not have to be collected and take up space in our landfills. "					break down into soil						0.0					
2979	separated					survive when planted				separating the roots	plants	composted					processed	False	"There is one more way to deal with our growing garbage problem. Leaves and grass clippings can be <span class=""blank""> </span>or placed in a pile in the backyard. They will break down into soil and not have to be collected and take up space in our landfills. "									growing garbage problem						0.013985829232700002	
2980	separated					gas | water vapor				separate	water molecules	composted					processed	False	"There is one more way to deal with our growing garbage problem. Leaves and grass clippings can be <span class=""blank""> </span>or placed in a pile in the backyard. They will break down into soil and not have to be collected and take up space in our landfills. "									growing garbage problem						0.0	
2981	composted									compost	organic material	composted					processed	False	"There is one more way to deal with our growing garbage problem. Leaves and grass clippings can be <span class=""blank""> </span>or placed in a pile in the backyard. They will break down into soil and not have to be collected and take up space in our landfills. "					break down into soil											
2982	composted									compost	organic material	composted					processed	False	"There is one more way to deal with our growing garbage problem. Leaves and grass clippings can be <span class=""blank""> </span>or placed in a pile in the backyard. They will break down into soil and not have to be collected and take up space in our landfills. "									growing garbage problem						0.0	
2983	processed					bringing about a result				changes		composted					processed	False	"There is one more way to deal with our growing garbage problem. Leaves and grass clippings can be <span class=""blank""> </span>or placed in a pile in the backyard. They will break down into soil and not have to be collected and take up space in our landfills. "					break down into soil						0.0					
2984	processed					something that's ready to use				process		composted					processed	False	"There is one more way to deal with our growing garbage problem. Leaves and grass clippings can be <span class=""blank""> </span>or placed in a pile in the backyard. They will break down into soil and not have to be collected and take up space in our landfills. "					break down into soil						0.0					
2985	processed					energy				process	plants	composted					processed	False	"There is one more way to deal with our growing garbage problem. Leaves and grass clippings can be <span class=""blank""> </span>or placed in a pile in the backyard. They will break down into soil and not have to be collected and take up space in our landfills. "					break down into soil						0.0					
2986	processed					energy				processing	foods	composted					processed	False	"There is one more way to deal with our growing garbage problem. Leaves and grass clippings can be <span class=""blank""> </span>or placed in a pile in the backyard. They will break down into soil and not have to be collected and take up space in our landfills. "					break down into soil						0.0					
2987	processed					one form of energy to another				process of changing	energy	composted					processed	False	"There is one more way to deal with our growing garbage problem. Leaves and grass clippings can be <span class=""blank""> </span>or placed in a pile in the backyard. They will break down into soil and not have to be collected and take up space in our landfills. "					break down into soil						0.000300774783138					
2988	processed					bringing about a result				changes		composted					processed	False	"There is one more way to deal with our growing garbage problem. Leaves and grass clippings can be <span class=""blank""> </span>or placed in a pile in the backyard. They will break down into soil and not have to be collected and take up space in our landfills. "									growing garbage problem						0.829834481811	
2989	processed					something that's ready to use				process		composted					processed	False	"There is one more way to deal with our growing garbage problem. Leaves and grass clippings can be <span class=""blank""> </span>or placed in a pile in the backyard. They will break down into soil and not have to be collected and take up space in our landfills. "									growing garbage problem						0.0	
2990	processed					energy				process	plants	composted					processed	False	"There is one more way to deal with our growing garbage problem. Leaves and grass clippings can be <span class=""blank""> </span>or placed in a pile in the backyard. They will break down into soil and not have to be collected and take up space in our landfills. "									growing garbage problem						0.0	
2991	processed					energy				processing	foods	composted					processed	False	"There is one more way to deal with our growing garbage problem. Leaves and grass clippings can be <span class=""blank""> </span>or placed in a pile in the backyard. They will break down into soil and not have to be collected and take up space in our landfills. "									growing garbage problem						0.0	
2992	processed					one form of energy to another				process of changing	energy	composted					processed	False	"There is one more way to deal with our growing garbage problem. Leaves and grass clippings can be <span class=""blank""> </span>or placed in a pile in the backyard. They will break down into soil and not have to be collected and take up space in our landfills. "									growing garbage problem						0.0	
2993	crushed					small pieces				broken		composted					processed	False	"There is one more way to deal with our growing garbage problem. Leaves and grass clippings can be <span class=""blank""> </span>or placed in a pile in the backyard. They will break down into soil and not have to be collected and take up space in our landfills. "					break down into soil						0.0					
2994	crushed		external weight | force			smaller compass				broken down		composted					processed	False	"There is one more way to deal with our growing garbage problem. Leaves and grass clippings can be <span class=""blank""> </span>or placed in a pile in the backyard. They will break down into soil and not have to be collected and take up space in our landfills. "					break down into soil						0.0					
2995	crushed					very small particles				crush	substance	composted					processed	False	"There is one more way to deal with our growing garbage problem. Leaves and grass clippings can be <span class=""blank""> </span>or placed in a pile in the backyard. They will break down into soil and not have to be collected and take up space in our landfills. "					break down into soil						0.0					
2996	crushed									press | break | injure	bodies	composted					processed	False	"There is one more way to deal with our growing garbage problem. Leaves and grass clippings can be <span class=""blank""> </span>or placed in a pile in the backyard. They will break down into soil and not have to be collected and take up space in our landfills. "					break down into soil											
2997	crushed					fossil fuel				crushed	animals and plants that died millions of years ago	composted					processed	False	"There is one more way to deal with our growing garbage problem. Leaves and grass clippings can be <span class=""blank""> </span>or placed in a pile in the backyard. They will break down into soil and not have to be collected and take up space in our landfills. "					break down into soil						0.0					
2998	crushed					small pieces				broken		composted					processed	False	"There is one more way to deal with our growing garbage problem. Leaves and grass clippings can be <span class=""blank""> </span>or placed in a pile in the backyard. They will break down into soil and not have to be collected and take up space in our landfills. "									growing garbage problem						3.14518001523e-06	
2999	crushed		external weight | force			smaller compass				broken down		composted					processed	False	"There is one more way to deal with our growing garbage problem. Leaves and grass clippings can be <span class=""blank""> </span>or placed in a pile in the backyard. They will break down into soil and not have to be collected and take up space in our landfills. "									growing garbage problem						3.14518001523e-06	
3000	crushed					very small particles				crush	substance	composted					processed	False	"There is one more way to deal with our growing garbage problem. Leaves and grass clippings can be <span class=""blank""> </span>or placed in a pile in the backyard. They will break down into soil and not have to be collected and take up space in our landfills. "									growing garbage problem						0.0	
3001	crushed									press | break | injure	bodies	composted					processed	False	"There is one more way to deal with our growing garbage problem. Leaves and grass clippings can be <span class=""blank""> </span>or placed in a pile in the backyard. They will break down into soil and not have to be collected and take up space in our landfills. "									growing garbage problem						3.14518001523e-06	
3002	crushed					fossil fuel				crushed	animals and plants that died millions of years ago	composted					processed	False	"There is one more way to deal with our growing garbage problem. Leaves and grass clippings can be <span class=""blank""> </span>or placed in a pile in the backyard. They will break down into soil and not have to be collected and take up space in our landfills. "									growing garbage problem						0.0	
3003	retract		the cold							retract	the liquid	reaction					repel	False	When two substances are combined, this may occur: 									combined	two substances					0.0	0.0821722805117
3004	reaction		watered							reacted	plant	reaction					repel	False	When two substances are combined, this may occur: 									combined	two substances					0.0	0.0
3005	reaction		change in energy							chemical reactions		reaction					repel	False	When two substances are combined, this may occur: 									combined	two substances					0.0	
3006	repel		plants			plant pests				repel	resins or essences	reaction					repel	False	When two substances are combined, this may occur: 									combined	two substances					0.0	0.60539169928
3007	repel		gravity							repels	two objects that have opposite charges	reaction					repel	False	When two substances are combined, this may occur: 									combined	two substances					0.0	0.27182145494800003
3008	repel									repel	hydrophobic substances	reaction					repel	False	When two substances are combined, this may occur: 									combined	two substances					0.0	0.60539169928
3009	repel									repel carrot fly	aromatic companion plants	reaction					repel	False	When two substances are combined, this may occur: 									combined	two substances					0.0	0.0
3010	repel		force | influence							move back		reaction					repel	False	When two substances are combined, this may occur: 									combined	two substances					0.000571769558934	
3011	erosion		water flow							eroding	the banks	erosion		0.45096414119999995			erosion	True	The process of moving sediment by wind, moving water, or ice is 		wind, moving water, or ice							process of moving	sediment					0.0	0.0
3012	erosion		warm air							gradually erodes	cold air	erosion		0.3934318919			erosion	True	The process of moving sediment by wind, moving water, or ice is 		wind, moving water, or ice							process of moving	sediment					0.0	0.0
3013	erosion		the sea							eroded	material	erosion		0.147090959598			erosion	True	The process of moving sediment by wind, moving water, or ice is 		wind, moving water, or ice							process of moving	sediment					0.0	0.0
3014	erosion		flowing water							erodes	particles	erosion		0.45096414119999995			erosion	True	The process of moving sediment by wind, moving water, or ice is 		wind, moving water, or ice							process of moving	sediment					0.0	0.0
3015	erosion					moved from one place to another				process	soil | materials	erosion					erosion	True	The process of moving sediment by wind, moving water, or ice is 		wind, moving water, or ice							process of moving	sediment					0.0	0.0
3016	erosion		wave action			movement					sand	erosion		0.0			erosion	True	The process of moving sediment by wind, moving water, or ice is 		wind, moving water, or ice							process of moving	sediment						0.0
3017	erosion					from one location to another				moving	pieces	erosion					erosion	True	The process of moving sediment by wind, moving water, or ice is 		wind, moving water, or ice							process of moving	sediment					0.0	0.0
3018	erosion		wind | water |ice			transported elsewhere				process| removed	soil | rock 	erosion		1.0			erosion	True	The process of moving sediment by wind, moving water, or ice is 		wind, moving water, or ice							process of moving	sediment					0.0	0.0
3019	erosion					transport it to another location				exogenic processes	soil | rock	erosion					erosion	True	The process of moving sediment by wind, moving water, or ice is 		wind, moving water, or ice							process of moving	sediment					0.0	0.0
3020	weathering		rocks			sediments | clays | soils | substances				broken down | weathering	earth	erosion		0.045380340524900004			erosion	True	The process of moving sediment by wind, moving water, or ice is 		wind, moving water, or ice							process of moving	sediment					0.0	0.0
3021	weathering		water | ice | acids | salt | plants| animals | temperature							weathering		erosion		0.38006957443800005			erosion	True	The process of moving sediment by wind, moving water, or ice is 		wind, moving water, or ice							process of moving	sediment					0.0	
3022	weathering		water							physical weathering processes		erosion		1.0			erosion	True	The process of moving sediment by wind, moving water, or ice is 		wind, moving water, or ice							process of moving	sediment					0.0	
3023	weathering		reactions between air and water and minerals							chemical weathering	rocks	erosion		0.266432833877			erosion	True	The process of moving sediment by wind, moving water, or ice is 		wind, moving water, or ice							process of moving	sediment					0.0	0.0
3024	weathering									wearing away or eroding	rocks	erosion					erosion	True	The process of moving sediment by wind, moving water, or ice is 		wind, moving water, or ice							process of moving	sediment					0.0	0.0
3025	migrate									migrating	animals	migrate					migrate	True	To travel from one place to another. 									travel						0.0	
3026	migrate					breed | grow | find food | avoid cold weather				migrate	Animals	migrate					migrate	True	To travel from one place to another. 									travel						0.0	
3027	migrate					to raise their young | find the food they need | to stay warm				migrate	Animals	migrate					migrate	True	To travel from one place to another. 									travel						0.0	
3028	migrate		cold months | changes in the weather							moving	animals	migrate					migrate	True	To travel from one place to another. 									travel						0.21407541322299997	
3029	migrate		change in seasons							move | migration	animals	migrate					migrate	True	To travel from one place to another. 									travel						0.0894013124197	
3030	migrate									long distance movement | migration	individuals	migrate					migrate	True	To travel from one place to another. 									travel						0.0474135611378	
3031	migrate		locomotory exertions | active embarkation							movement	animal	migrate					migrate	True	To travel from one place to another. 									travel						0.204545454545	
3032	migrate									movement to another place	people | animals	migrate					migrate	True	To travel from one place to another. 									travel						0.060092348543999995	
3033	migrate		avoid the change in seasons							move | migration	animals	migrate					migrate	True	To travel from one place to another. 									travel						0.0894013124197	
3034	migrate		for feeding or breeding			from one region to another				periodic passage	animals | birds | fishes	migrate					migrate	True	To travel from one place to another. 									travel						0.013061224489799999	
3035	migrate		food							migrate	animals	migrate					migrate	True	To travel from one place to another. 									travel						0.0	
3036	migrate		avoid extreme heat or cold							migrate	animals	migrate					migrate	True	To travel from one place to another. 									travel						0.0	
3037	migrate		seasons			one region or habitat to another				move	animal | bird | fish	migrate					migrate	True	To travel from one place to another. 									travel						0.21407541322299997	
3038	migrate									moving		migrate					migrate	True	To travel from one place to another. 									travel						0.21407541322299997	
3039	migrate					one place to another				move	mammals | birds | fishes | insects | animals	migrate					migrate	True	To travel from one place to another. 									travel						0.21407541322299997	
3040	migrate					from one area to another				seasonal movement	animals	migrate					migrate	True	To travel from one place to another. 									travel						0.08562276292639999	
3041	migrate					from one position to another				movement	atom | double bond	migrate					migrate	True	To travel from one place to another. 									travel						0.204545454545	
3042	migrate									movement | migration	animal	migrate					migrate	True	To travel from one place to another. 									travel						0.08696840615839999	
3043	hibernate		winter							hibernate	Animals	migrate					migrate	True	To travel from one place to another. 									travel						0.0	
3044	hibernate		too cold and it is hard to find food							hibernate	Animals	migrate					migrate	True	To travel from one place to another. 									travel						0.0	
3045	hibernate									hibernates	Animal	migrate					migrate	True	To travel from one place to another. 									travel						0.0	
3046	hibernate									hibernation	animals	migrate					migrate	True	To travel from one place to another. 									travel						0.0	
3047	hibernate		winter							going into a dormant state		migrate					migrate	True	To travel from one place to another. 									travel						0.0033752489171999995	
3048	hibernate		long winters							storing food and going dormant	animals	migrate					migrate	True	To travel from one place to another. 									travel						0.0033752489171999995	
3049	hibernate									state of inactivity and metabolic depression	endotherms	migrate					migrate	True	To travel from one place to another. 									travel						0.0	
3050	hibernate					survive winter extremes				deep sleep | torpor	animals	migrate					migrate	True	To travel from one place to another. 									travel						0.0	
3051	hibernate					survive the winter				deep sleep		migrate					migrate	True	To travel from one place to another. 									travel						0.0	
3052	hibernate		changes in their environment | seasonal changes							hibernation	animals	migrate					migrate	True	To travel from one place to another. 									travel						0.0	
3053	hibernate		long winters							hibernation |  storing food and going dormant	animals	migrate					migrate	True	To travel from one place to another. 									travel						0.0033752489171999995	
3054	hibernate		winter							resting | deep sleep	animals	migrate					migrate	True	To travel from one place to another. 									travel						0.0	
3055	hibernate									slow their metabolism to very low levels, with body temperature and breathing rates lowered	animals	migrate					migrate	True	To travel from one place to another. 									travel						0.0	
3056	hibernate		cold season | weather is freezing | food is scarce			survive				hibernate |  go into a deep sleep	animals	migrate					migrate	True	To travel from one place to another. 									travel						0.0033752489171999995	
3057	hibernate		long winters							storing food and going dormant | hibernation	animals	migrate					migrate	True	To travel from one place to another. 									travel						0.0033752489171999995	
3058	hibernate									dormant condition	animals | bears	migrate					migrate	True	To travel from one place to another. 									travel						0.0	
3059	hibernate		cold climates | winter							inactive state | deep sleep	animals	migrate					migrate	True	To travel from one place to another. 									travel						0.0	
3060	hibernate									state of inactivity | metabolic depression	endotherms	migrate					migrate	True	To travel from one place to another. 									travel						0.0	
3061	camouflage					hide from their enemies				camouflage	animals	migrate					migrate	True	To travel from one place to another. 									travel						0.0	
3062	camouflage									camouflage	animals	migrate					migrate	True	To travel from one place to another. 									travel						0.0	
3063	camouflage					hide from predators				camouflage	animals	migrate					migrate	True	To travel from one place to another. 									travel						0.0	
3064	camouflage									camouflage	animals | octopuses	migrate					migrate	True	To travel from one place to another. 									travel						0.0	
3065	camouflage					cannot be easily seen				change color | camouflage	animals	migrate					migrate	True	To travel from one place to another. 									travel						0.0337300422438	
3066	camouflage					concealment				use of any combination of materials, coloration or illumination		migrate					migrate	True	To travel from one place to another. 									travel						0.0	
3067	camouflage		avoid detection by predators or prey			blend in to their natural environments				adaptation	animals	migrate					migrate	True	To travel from one place to another. 									travel						0.0	
3068	camouflage					blend with their surroundings				adaptation	species	migrate					migrate	True	To travel from one place to another. 									travel						0.0	
3069	camouflage		primary defense against predators			avoid detection or recognition				camouflage	animal	migrate					migrate	True	To travel from one place to another. 									travel						0.0	
3070	camouflage					difficult for enemies to see					animal | person | building	migrate					migrate	True	To travel from one place to another. 									travel							
3071	camouflage					avoiding detection				mimicking the surrounding environment		migrate					migrate	True	To travel from one place to another. 									travel						0.0	
3072	camouflage					blend in with the forest shadows				camouflage	leopard	migrate					migrate	True	To travel from one place to another. 									travel						0.0	
3073	camouflage		white fur							camouflage |use	rabbits	migrate					migrate	True	To travel from one place to another. 									travel						0.0	
3074	revolving		moon | earth							revolves | moving		rotation					rotation	True	"The spinning of a planet around an imaginary line through its center is called <span class=""blank""> </span> "									spinning	planet					0.0417640347233	
3075	revolving		moon | earth							revolves		rotation					rotation	True	"The spinning of a planet around an imaginary line through its center is called <span class=""blank""> </span> "									spinning	planet					0.0625	
3076	revolving		moon							revolves		rotation					rotation	True	"The spinning of a planet around an imaginary line through its center is called <span class=""blank""> </span> "									spinning	planet					0.0625	
3077	revolving		earth							revolves		rotation					rotation	True	"The spinning of a planet around an imaginary line through its center is called <span class=""blank""> </span> "									spinning	planet					0.0625	
3078	rotation									rotates | spins	earth	rotation					rotation	True	"The spinning of a planet around an imaginary line through its center is called <span class=""blank""> </span> "									spinning	planet					1.0	0.505457633996
3079	rotation									move in a circle		rotation					rotation	True	"The spinning of a planet around an imaginary line through its center is called <span class=""blank""> </span> "									spinning	planet					0.0774192661431	
3080	rotation									rotation | circular movement	object	rotation					rotation	True	"The spinning of a planet around an imaginary line through its center is called <span class=""blank""> </span> "									spinning	planet					0.0217008570365	1.0
3081	rotation									rotation	earth	rotation					rotation	True	"The spinning of a planet around an imaginary line through its center is called <span class=""blank""> </span> "									spinning	planet					0.02	0.505457633996
3082	rotation					day and night				rotation	earth	rotation					rotation	True	"The spinning of a planet around an imaginary line through its center is called <span class=""blank""> </span> "									spinning	planet					0.02	0.505457633996
3083	gravity		height above the earth							gravitational energy	water	rotation					rotation	True	"The spinning of a planet around an imaginary line through its center is called <span class=""blank""> </span> "									spinning	planet					0.0	0.0
3084	gravity		flowing down							gravitational energy	water	rotation					rotation	True	"The spinning of a planet around an imaginary line through its center is called <span class=""blank""> </span> "									spinning	planet					0.0	0.0
3085	gravity									gravitational potential energy	water	rotation					rotation	True	"The spinning of a planet around an imaginary line through its center is called <span class=""blank""> </span> "									spinning	planet					0.0	0.0
3086	gravity									gravitational potential energy		rotation					rotation	True	"The spinning of a planet around an imaginary line through its center is called <span class=""blank""> </span> "									spinning	planet					0.0	
3087	gravity									gravity	water cycle	rotation					rotation	True	"The spinning of a planet around an imaginary line through its center is called <span class=""blank""> </span> "									spinning	planet					0.0	0.0
3088	gravity					come back down to the ground				gravity	you	rotation					rotation	True	"The spinning of a planet around an imaginary line through its center is called <span class=""blank""> </span> "									spinning	planet					0.0	0.0
3089	gravity									attraction	matter	rotation					rotation	True	"The spinning of a planet around an imaginary line through its center is called <span class=""blank""> </span> "									spinning	planet					0.0	0.0
3090	gravity		force			fall toward the center of the earth				attraction	terrestrial bodies	rotation					rotation	True	"The spinning of a planet around an imaginary line through its center is called <span class=""blank""> </span> "									spinning	planet					0.0	0.215236882879
3091	gravity									attract	physical bodies	rotation					rotation	True	"The spinning of a planet around an imaginary line through its center is called <span class=""blank""> </span> "									spinning	planet					0.0	0.281665092338
3092	chemosynthesis		sulfur compounds							chemosynthesis	bacteria	photosynthesis		0.0			photosynthesis	True	"During <span class=""blank""> </span>, autotrophs use light energy to convert carbon dioxide and water into oxygen and energy-rich carbohydrates such as sugars and starches. "		light energy			oxygen and energy-rich carbohydrates such as sugars and starches				convert	autotrophs					0.0	0.0
3093	chemosynthesis					food				synthesize | photosynthesis | chemosynthesis	plant | organism	photosynthesis					photosynthesis	True	"During <span class=""blank""> </span>, autotrophs use light energy to convert carbon dioxide and water into oxygen and energy-rich carbohydrates such as sugars and starches. "		light energy			oxygen and energy-rich carbohydrates such as sugars and starches				convert	autotrophs	0.140625				0.0	0.575888579585
