	QUESTION	ANSWER_CHOICE	Q_UNDERGOER	A_UNDERGOER	UNDERGOER_SCORE	Q_ENABLER	A_ENABLER	ENABLER_SCORE	Q_TRIGGER	A_TRIGGER	TRIGGER_SCORE	Q_RESULT	A_RESULT	RESULT_SCORE	CORRECT_ANSWER
2939	Glaciers are slow-moving sheets of ice found on land. What process occurs when glacial ice is heated to 5° Celsius? 	evaporation	glacial ice	water	0.828995955946				heated | process	change of state | evaporation	0.0374227838882		water vapor		melting
2940	Glaciers are slow-moving sheets of ice found on land. What process occurs when glacial ice is heated to 5° Celsius? 	evaporation	glacial ice	liquid	0.651919101004		heat		heated | process	changing	0.173333333333		gas		melting
2941	Glaciers are slow-moving sheets of ice found on land. What process occurs when glacial ice is heated to 5° Celsius? 	evaporation	glacial ice	liquid water	0.37258630888		energy from the sun		heated | process	change | evaporate	0.0563171307151		water vapor		melting
2942	Glaciers are slow-moving sheets of ice found on land. What process occurs when glacial ice is heated to 5° Celsius? 	evaporation	glacial ice	liquid water	0.37258630888				heated | process	process | evaporation | changing	0.0584863057942		water vapor		melting
2943	Glaciers are slow-moving sheets of ice found on land. What process occurs when glacial ice is heated to 5° Celsius? 	evaporation	glacial ice	water	0.828995955946				heated | process	evaporated	0.0		water vapor		melting
2944	Glaciers are slow-moving sheets of ice found on land. What process occurs when glacial ice is heated to 5° Celsius? 	evaporation	glacial ice	water	0.828995955946				heated | process	evaporates	0.0		water vapor		melting
2945	Glaciers are slow-moving sheets of ice found on land. What process occurs when glacial ice is heated to 5° Celsius? 	evaporation	glacial ice	water	0.828995955946				heated | process	evaporation	0.0				melting
2946	Glaciers are slow-moving sheets of ice found on land. What process occurs when glacial ice is heated to 5° Celsius? 	evaporation	glaciers | slow-moving sheets of ice	water	0.828995955946					evaporation			clouds		melting
2947	Glaciers are slow-moving sheets of ice found on land. What process occurs when glacial ice is heated to 5° Celsius? 	evaporation	glaciers | slow-moving sheets of ice	oils	0.0					evaporate 					melting
2948	Glaciers are slow-moving sheets of ice found on land. What process occurs when glacial ice is heated to 5° Celsius? 	evaporation	glaciers | slow-moving sheets of ice	moisture	0.0					evaporation | extracting					melting
2949	Glaciers are slow-moving sheets of ice found on land. What process occurs when glacial ice is heated to 5° Celsius? 	evaporation	glaciers | slow-moving sheets of ice	matter	0.162591050989					evaporation | changes			one state to another		melting
2950	Glaciers are slow-moving sheets of ice found on land. What process occurs when glacial ice is heated to 5° Celsius? 	evaporation	glaciers | slow-moving sheets of ice	water | liquid state	0.262049495032					evaporation | changing			gaseous state | vapor		melting
2951	Glaciers are slow-moving sheets of ice found on land. What process occurs when glacial ice is heated to 5° Celsius? 	evaporation	glaciers | slow-moving sheets of ice	liquid	0.651919101004					evaporation | vaporization			gaseous phase		melting
2952	Glaciers are slow-moving sheets of ice found on land. What process occurs when glacial ice is heated to 5° Celsius? 	evaporation	glaciers | slow-moving sheets of ice	substance | liquid state	0.176277666245		increase in temperature and/or pressure			process | changing | evaporation			gaseous state		melting
2953	Glaciers are slow-moving sheets of ice found on land. What process occurs when glacial ice is heated to 5° Celsius? 	evaporation	glaciers | slow-moving sheets of ice	matter | liquid	0.259700742912					evaporation | changes			gas		melting
2954	Glaciers are slow-moving sheets of ice found on land. What process occurs when glacial ice is heated to 5° Celsius? 	evaporation	glaciers | slow-moving sheets of ice	liquid water	0.37258630888					changing | evaporation			water vapor		melting
2955	Glaciers are slow-moving sheets of ice found on land. What process occurs when glacial ice is heated to 5° Celsius? 	evaporation	glaciers | slow-moving sheets of ice	surface water	0.386949417049		energy of the sun			evaporated					melting
2956	Glaciers are slow-moving sheets of ice found on land. What process occurs when glacial ice is heated to 5° Celsius? 	evaporation	glaciers | slow-moving sheets of ice	liquid	0.651919101004		temperature below the boiling point			change			vapor		melting
2957	Glaciers are slow-moving sheets of ice found on land. What process occurs when glacial ice is heated to 5° Celsius? 	evaporation	glaciers | slow-moving sheets of ice	water	0.828995955946					change of state | evaporation			water vapor		melting
2958	Glaciers are slow-moving sheets of ice found on land. What process occurs when glacial ice is heated to 5° Celsius? 	evaporation	glaciers | slow-moving sheets of ice	liquid	0.651919101004		heat			changing			gas		melting
2959	Glaciers are slow-moving sheets of ice found on land. What process occurs when glacial ice is heated to 5° Celsius? 	evaporation	glaciers | slow-moving sheets of ice	liquid water	0.37258630888		energy from the sun			change | evaporate			water vapor		melting
2960	Glaciers are slow-moving sheets of ice found on land. What process occurs when glacial ice is heated to 5° Celsius? 	evaporation	glaciers | slow-moving sheets of ice	liquid water	0.37258630888					process | evaporation | changing			water vapor		melting
2961	Glaciers are slow-moving sheets of ice found on land. What process occurs when glacial ice is heated to 5° Celsius? 	evaporation	glaciers | slow-moving sheets of ice	water	0.828995955946					evaporated			water vapor		melting
2962	Glaciers are slow-moving sheets of ice found on land. What process occurs when glacial ice is heated to 5° Celsius? 	evaporation	glaciers | slow-moving sheets of ice	water	0.828995955946					evaporates			water vapor		melting
2963	Glaciers are slow-moving sheets of ice found on land. What process occurs when glacial ice is heated to 5° Celsius? 	evaporation	glaciers | slow-moving sheets of ice	water	0.828995955946					evaporation					melting
2964	An area received six inches of snow during the winter. Before the snow can continue through the water cycle as ground water or runoff, it must first 	melt	area	solid	0.0		addition of heat		received	melting | changing	0.0201650702572	six inches of snow	liquid	0.651919101004	melt
2965	An area received six inches of snow during the winter. Before the snow can continue through the water cycle as ground water or runoff, it must first 	melt	area	ice	0.814215949684				received	physical change | melting	0.0140719043302	six inches of snow			melt
2966	An area received six inches of snow during the winter. Before the snow can continue through the water cycle as ground water or runoff, it must first 	melt	area	solid	0.0		heat		received	changes	0.0523974295601	six inches of snow	liquid	0.651919101004	melt
2967	An area received six inches of snow during the winter. Before the snow can continue through the water cycle as ground water or runoff, it must first 	melt	area	substance	0.0				received	physical process | phase transition	0.0	six inches of snow	liquid	0.651919101004	melt
2968	An area received six inches of snow during the winter. Before the snow can continue through the water cycle as ground water or runoff, it must first 	melt	area	solid	0.0		reaches the temperature of its melting point		received	become	0.0	six inches of snow	liquid	0.651919101004	melt
2969	An area received six inches of snow during the winter. Before the snow can continue through the water cycle as ground water or runoff, it must first 	melt	area	solid (ice)	0.814215949684		thermal energy		received	melts	0.0	six inches of snow	liquid water	0.37258630888	melt
2970	An area received six inches of snow during the winter. Before the snow can continue through the water cycle as ground water or runoff, it must first 	melt	area	water vapor	0.0				received	melting	0.0	six inches of snow	liquid water	0.37258630888	melt
2971	An area received six inches of snow during the winter. Before the snow can continue through the water cycle as ground water or runoff, it must first 	melt	area	solid ice	0.814215949684				received	changes	0.0523974295601	six inches of snow	liquid water	0.37258630888	melt
2972	An area received six inches of snow during the winter. Before the snow can continue through the water cycle as ground water or runoff, it must first 	melt	area	Ice	0.814215949684				received	melting | physical change	0.0140719043302	six inches of snow	water	0.0	melt
2973	An area received six inches of snow during the winter. Before the snow can continue through the water cycle as ground water or runoff, it must first 	melt	snow	solid	0.0		addition of heat		water cycle	melting | changing	0.01590282907	ground water | runoff	liquid	0.135162572564	melt
2974	An area received six inches of snow during the winter. Before the snow can continue through the water cycle as ground water or runoff, it must first 	melt	snow	ice	0.0				water cycle	physical change | melting	0.0110975606035	ground water | runoff			melt
2975	An area received six inches of snow during the winter. Before the snow can continue through the water cycle as ground water or runoff, it must first 	melt	snow	solid	0.0		heat		water cycle	changes	0.0413223140496	ground water | runoff	liquid	0.135162572564	melt
2976	An area received six inches of snow during the winter. Before the snow can continue through the water cycle as ground water or runoff, it must first 	melt	snow	substance	0.00031887755102				water cycle	physical process | phase transition	0.367504467355	ground water | runoff	liquid	0.135162572564	melt
2977	An area received six inches of snow during the winter. Before the snow can continue through the water cycle as ground water or runoff, it must first 	melt	snow	solid	0.0		reaches the temperature of its melting point		water cycle	become	0.0	ground water | runoff	liquid	0.135162572564	melt
2978	An area received six inches of snow during the winter. Before the snow can continue through the water cycle as ground water or runoff, it must first 	melt	snow	solid (ice)	0.0		thermal energy		water cycle	melts	0.0	ground water | runoff	liquid water	0.428477692545	melt
2979	An area received six inches of snow during the winter. Before the snow can continue through the water cycle as ground water or runoff, it must first 	melt	snow	water vapor	0.0				water cycle	melting	0.0	ground water | runoff	liquid water	0.428477692545	melt
2980	An area received six inches of snow during the winter. Before the snow can continue through the water cycle as ground water or runoff, it must first 	melt	snow	solid ice	0.0				water cycle	changes	0.0413223140496	ground water | runoff	liquid water	0.428477692545	melt
2981	An area received six inches of snow during the winter. Before the snow can continue through the water cycle as ground water or runoff, it must first 	melt	snow	Ice	0.0				water cycle	melting | physical change	0.0110975606035	ground water | runoff	water	1.0	melt
2982	An area received six inches of snow during the winter. Before the snow can continue through the water cycle as ground water or runoff, it must first 	condense	area	gas	0.0				received	phase change	0.0235970874798	six inches of snow	liquid	0.651919101004	melt
2983	An area received six inches of snow during the winter. Before the snow can continue through the water cycle as ground water or runoff, it must first 	condense	area	water vapor	0.0				received	condensation	0.0	six inches of snow	liquid water	0.37258630888	melt
2984	An area received six inches of snow during the winter. Before the snow can continue through the water cycle as ground water or runoff, it must first 	condense	area	water vapour	0.0				received	condenses	0.0	six inches of snow	liquid water	0.37258630888	melt
2985	An area received six inches of snow during the winter. Before the snow can continue through the water cycle as ground water or runoff, it must first 	condense	area	water	0.0				received	condensed	0.0	six inches of snow	water drops	0.0	melt
2986	An area received six inches of snow during the winter. Before the snow can continue through the water cycle as ground water or runoff, it must first 	condense	area	water vapor	0.0				received	condensed	0.0	six inches of snow	water	0.0	melt
2987	An area received six inches of snow during the winter. Before the snow can continue through the water cycle as ground water or runoff, it must first 	condense	area	water molecules	0.0				received	condensed | form	0.0	six inches of snow	liquid water	0.37258630888	melt
2988	An area received six inches of snow during the winter. Before the snow can continue through the water cycle as ground water or runoff, it must first 	condense	snow	gas	0.0				water cycle	phase change	0.367504467355	ground water | runoff	liquid	0.135162572564	melt
2989	An area received six inches of snow during the winter. Before the snow can continue through the water cycle as ground water or runoff, it must first 	condense	snow	water vapor	0.0				water cycle	condensation	0.0	ground water | runoff	liquid water	0.428477692545	melt
2990	An area received six inches of snow during the winter. Before the snow can continue through the water cycle as ground water or runoff, it must first 	condense	snow	water vapour	0.0				water cycle	condenses	0.0	ground water | runoff	liquid water	0.428477692545	melt
2991	An area received six inches of snow during the winter. Before the snow can continue through the water cycle as ground water or runoff, it must first 	condense	snow	water	0.0				water cycle	condensed	0.0	ground water | runoff	water drops	0.448023323615	melt
2992	An area received six inches of snow during the winter. Before the snow can continue through the water cycle as ground water or runoff, it must first 	condense	snow	water vapor	0.0				water cycle	condensed	0.0	ground water | runoff	water	1.0	melt
2993	An area received six inches of snow during the winter. Before the snow can continue through the water cycle as ground water or runoff, it must first 	condense	snow	water molecules	0.0				water cycle	condensed | form	0.0	ground water | runoff	liquid water	0.428477692545	melt
2994	An area received six inches of snow during the winter. Before the snow can continue through the water cycle as ground water or runoff, it must first 	evaporate	area	water	0.0				received	evaporation	0.0	six inches of snow	clouds	0.0	melt
2995	An area received six inches of snow during the winter. Before the snow can continue through the water cycle as ground water or runoff, it must first 	evaporate	area	oils	0.0				received	evaporate 	0.0	six inches of snow			melt
2996	An area received six inches of snow during the winter. Before the snow can continue through the water cycle as ground water or runoff, it must first 	evaporate	area	moisture	0.0				received	evaporation | extracting	0.0	six inches of snow			melt
2997	An area received six inches of snow during the winter. Before the snow can continue through the water cycle as ground water or runoff, it must first 	evaporate	area	matter	0.0160520873856				received	evaporation | changes	0.0176799928159	six inches of snow	one state to another	0.247332889032	melt
2998	An area received six inches of snow during the winter. Before the snow can continue through the water cycle as ground water or runoff, it must first 	evaporate	area	water | liquid state	0.000607428972519				received	evaporation | changing	0.0176799928159	six inches of snow	gaseous state | vapor	0.11807464124	melt
2999	An area received six inches of snow during the winter. Before the snow can continue through the water cycle as ground water or runoff, it must first 	evaporate	area	liquid	0.0				received	evaporation | vaporization	0.0	six inches of snow	gaseous phase	0.0	melt
3000	An area received six inches of snow during the winter. Before the snow can continue through the water cycle as ground water or runoff, it must first 	evaporate	area	substance | liquid state	0.000548862993216		increase in temperature and/or pressure		received	process | changing | evaporation	0.0176799928159	six inches of snow	gaseous state	0.275614345857	melt
3001	An area received six inches of snow during the winter. Before the snow can continue through the water cycle as ground water or runoff, it must first 	evaporate	area	matter | liquid	0.00711103111945				received	evaporation | changes	0.0176799928159	six inches of snow	gas	0.0	melt
3002	An area received six inches of snow during the winter. Before the snow can continue through the water cycle as ground water or runoff, it must first 	evaporate	area	liquid water	0.0				received	changing | evaporation	0.0176799928159	six inches of snow	water vapor	0.0	melt
3003	An area received six inches of snow during the winter. Before the snow can continue through the water cycle as ground water or runoff, it must first 	evaporate	area	surface water	0.0		energy of the sun		received	evaporated	0.0	six inches of snow			melt
3004	An area received six inches of snow during the winter. Before the snow can continue through the water cycle as ground water or runoff, it must first 	evaporate	area	liquid	0.0		temperature below the boiling point		received	change	0.0523974295601	six inches of snow	vapor	0.0	melt
3005	An area received six inches of snow during the winter. Before the snow can continue through the water cycle as ground water or runoff, it must first 	evaporate	area	water	0.0				received	change of state | evaporation	0.0113126404773	six inches of snow	water vapor	0.0	melt
3006	An area received six inches of snow during the winter. Before the snow can continue through the water cycle as ground water or runoff, it must first 	evaporate	area	liquid	0.0		heat		received	changing	0.0523974295601	six inches of snow	gas	0.0	melt
3007	An area received six inches of snow during the winter. Before the snow can continue through the water cycle as ground water or runoff, it must first 	evaporate	area	liquid water	0.0		energy from the sun		received	change | evaporate	0.0170242666712	six inches of snow	water vapor	0.0	melt
3008	An area received six inches of snow during the winter. Before the snow can continue through the water cycle as ground water or runoff, it must first 	evaporate	area	liquid water	0.0				received	process | evaporation | changing	0.0176799928159	six inches of snow	water vapor	0.0	melt
3009	An area received six inches of snow during the winter. Before the snow can continue through the water cycle as ground water or runoff, it must first 	evaporate	area	water	0.0				received	evaporated	0.0	six inches of snow	water vapor	0.0	melt
3010	An area received six inches of snow during the winter. Before the snow can continue through the water cycle as ground water or runoff, it must first 	evaporate	area	water	0.0				received	evaporates	0.0	six inches of snow	water vapor	0.0	melt
3011	An area received six inches of snow during the winter. Before the snow can continue through the water cycle as ground water or runoff, it must first 	evaporate	area	water	0.0				received	evaporation	0.0	six inches of snow			melt
3012	An area received six inches of snow during the winter. Before the snow can continue through the water cycle as ground water or runoff, it must first 	evaporate	snow	water	0.0				water cycle	evaporation	0.0	ground water | runoff	clouds	0.0	melt
3013	An area received six inches of snow during the winter. Before the snow can continue through the water cycle as ground water or runoff, it must first 	evaporate	snow	oils	0.0				water cycle	evaporate 	0.0	ground water | runoff			melt
3014	An area received six inches of snow during the winter. Before the snow can continue through the water cycle as ground water or runoff, it must first 	evaporate	snow	moisture	0.0				water cycle	evaporation | extracting	0.0	ground water | runoff			melt
3015	An area received six inches of snow during the winter. Before the snow can continue through the water cycle as ground water or runoff, it must first 	evaporate	snow	matter	0.00031887755102				water cycle	evaporation | changes	0.0139430163209	ground water | runoff	one state to another	0.0	melt
3016	An area received six inches of snow during the winter. Before the snow can continue through the water cycle as ground water or runoff, it must first 	evaporate	snow	water | liquid state	0.262049495032				water cycle	evaporation | changing	0.0139430163209	ground water | runoff	gaseous state | vapor	0.0	melt
3017	An area received six inches of snow during the winter. Before the snow can continue through the water cycle as ground water or runoff, it must first 	evaporate	snow	liquid	0.651919101004				water cycle	evaporation | vaporization	0.0	ground water | runoff	gaseous phase	0.0	melt
3018	An area received six inches of snow during the winter. Before the snow can continue through the water cycle as ground water or runoff, it must first 	evaporate	snow	substance | liquid state	0.236783684547		increase in temperature and/or pressure		water cycle	process | changing | evaporation	0.0139430163209	ground water | runoff	gaseous state	0.0	melt
3019	An area received six inches of snow during the winter. Before the snow can continue through the water cycle as ground water or runoff, it must first 	evaporate	snow	matter | liquid	0.363120709664				water cycle	evaporation | changes	0.0139430163209	ground water | runoff	gas	0.0	melt
3020	An area received six inches of snow during the winter. Before the snow can continue through the water cycle as ground water or runoff, it must first 	evaporate	snow	liquid water	0.37258630888				water cycle	changing | evaporation	0.0139430163209	ground water | runoff	water vapor	0.193163189393	melt
3021	An area received six inches of snow during the winter. Before the snow can continue through the water cycle as ground water or runoff, it must first 	evaporate	snow	surface water	0.0		energy of the sun		water cycle	evaporated	0.0	ground water | runoff			melt
3022	An area received six inches of snow during the winter. Before the snow can continue through the water cycle as ground water or runoff, it must first 	evaporate	snow	liquid	0.651919101004		temperature below the boiling point		water cycle	change	0.0413223140496	ground water | runoff	vapor	0.0	melt
3023	An area received six inches of snow during the winter. Before the snow can continue through the water cycle as ground water or runoff, it must first 	evaporate	snow	water	0.0				water cycle	change of state | evaporation	0.00892151554869	ground water | runoff	water vapor	0.193163189393	melt
3024	An area received six inches of snow during the winter. Before the snow can continue through the water cycle as ground water or runoff, it must first 	evaporate	snow	liquid	0.651919101004		heat		water cycle	changing	0.0413223140496	ground water | runoff	gas	0.0	melt
3025	An area received six inches of snow during the winter. Before the snow can continue through the water cycle as ground water or runoff, it must first 	evaporate	snow	liquid water	0.37258630888		energy from the sun		water cycle	change | evaporate	0.0134258893949	ground water | runoff	water vapor	0.193163189393	melt
3026	An area received six inches of snow during the winter. Before the snow can continue through the water cycle as ground water or runoff, it must first 	evaporate	snow	liquid water	0.37258630888				water cycle	process | evaporation | changing	0.0139430163209	ground water | runoff	water vapor	0.193163189393	melt
3027	An area received six inches of snow during the winter. Before the snow can continue through the water cycle as ground water or runoff, it must first 	evaporate	snow	water	0.0				water cycle	evaporated	0.0	ground water | runoff	water vapor	0.193163189393	melt
3028	An area received six inches of snow during the winter. Before the snow can continue through the water cycle as ground water or runoff, it must first 	evaporate	snow	water	0.0				water cycle	evaporates	0.0	ground water | runoff	water vapor	0.193163189393	melt
3029	An area received six inches of snow during the winter. Before the snow can continue through the water cycle as ground water or runoff, it must first 	evaporate	snow	water	0.0				water cycle	evaporation	0.0	ground water | runoff			melt
3030	An area received six inches of snow during the winter. Before the snow can continue through the water cycle as ground water or runoff, it must first 	freeze	area	water	0.0				received	changing | freezing	0.0207496521303	six inches of snow	ice	0.0	melt
3031	An area received six inches of snow during the winter. Before the snow can continue through the water cycle as ground water or runoff, it must first 	freeze	area	liquid	0.0		loss of heat		received	pass	0.0	six inches of snow	solid	0.0	melt
3032	An area received six inches of snow during the winter. Before the snow can continue through the water cycle as ground water or runoff, it must first 	freeze	area	liquid	0.0		temperature is lowered		received	phase transition | freezing | solidification	0.0	six inches of snow	solid	0.0	melt
3033	An area received six inches of snow during the winter. Before the snow can continue through the water cycle as ground water or runoff, it must first 	freeze	area						received	become hardened	0.0	six inches of snow	ice | solid body	0.0	melt
3034	An area received six inches of snow during the winter. Before the snow can continue through the water cycle as ground water or runoff, it must first 	freeze	area	Salt water	0.0		lower temperature		received	freeze	0.0	six inches of snow			melt
3035	An area received six inches of snow during the winter. Before the snow can continue through the water cycle as ground water or runoff, it must first 	freeze	area	water	0.0				received	freeze	0.0	six inches of snow			melt
3036	An area received six inches of snow during the winter. Before the snow can continue through the water cycle as ground water or runoff, it must first 	freeze	area	water	0.0				received	changed | freezing	0.0207496521303	six inches of snow	solid ice	0.0	melt
3037	An area received six inches of snow during the winter. Before the snow can continue through the water cycle as ground water or runoff, it must first 	freeze	area	water	0.0				received	freezes | it expands	0.0	six inches of snow			melt
3038	An area received six inches of snow during the winter. Before the snow can continue through the water cycle as ground water or runoff, it must first 	freeze	area	water vapour or liquid water	0.25				received	freeze	0.0	six inches of snow	Water as Ice	0.0	melt
3039	An area received six inches of snow during the winter. Before the snow can continue through the water cycle as ground water or runoff, it must first 	freeze	snow	water	0.0				water cycle	changing | freezing	0.0163638493138	ground water | runoff	ice	0.153717582646	melt
3040	An area received six inches of snow during the winter. Before the snow can continue through the water cycle as ground water or runoff, it must first 	freeze	snow	liquid	0.651919101004		loss of heat		water cycle	pass	0.0510204081633	ground water | runoff	solid	0.0	melt
3041	An area received six inches of snow during the winter. Before the snow can continue through the water cycle as ground water or runoff, it must first 	freeze	snow	liquid	0.651919101004		temperature is lowered		water cycle	phase transition | freezing | solidification	0.367504467355	ground water | runoff	solid	0.0	melt
3042	An area received six inches of snow during the winter. Before the snow can continue through the water cycle as ground water or runoff, it must first 	freeze	snow						water cycle	become hardened	0.0	ground water | runoff	ice | solid body	0.252816291729	melt
3043	An area received six inches of snow during the winter. Before the snow can continue through the water cycle as ground water or runoff, it must first 	freeze	snow	Salt water	0.0		lower temperature		water cycle	freeze	0.0	ground water | runoff			melt
3044	An area received six inches of snow during the winter. Before the snow can continue through the water cycle as ground water or runoff, it must first 	freeze	snow	water	0.0				water cycle	freeze	0.0	ground water | runoff			melt
3045	An area received six inches of snow during the winter. Before the snow can continue through the water cycle as ground water or runoff, it must first 	freeze	snow	water	0.0				water cycle	changed | freezing	0.0163638493138	ground water | runoff	solid ice	0.153717582646	melt
3046	An area received six inches of snow during the winter. Before the snow can continue through the water cycle as ground water or runoff, it must first 	freeze	snow	water	0.0				water cycle	freezes | it expands	0.375465942934	ground water | runoff			melt
3047	An area received six inches of snow during the winter. Before the snow can continue through the water cycle as ground water or runoff, it must first 	freeze	snow	water vapour or liquid water	0.149291209657				water cycle	freeze	0.0	ground water | runoff	Water as Ice	0.327434114085	melt
3048	Students want to find out at which temperature bean plants grow tallest. Which science process skill would be used to find this temperature? 	measuring	bean plants				comparison with a standard			ascertain		grow tallest	extent | dimensions | quantity | capacity	0.0	measuring
3049	Students want to find out at which temperature bean plants grow tallest. Which science process skill would be used to find this temperature? 	measuring	bean plants				comparing it with an object			ascertain		grow tallest	size | amount | degree	0.0	measuring
3050	Students want to find out at which temperature bean plants grow tallest. Which science process skill would be used to find this temperature? 	measuring	bean plants							measure		grow tallest	length	0.0	measuring
3051	Students want to find out at which temperature bean plants grow tallest. Which science process skill would be used to find this temperature? 	measuring	bean plants							measurement		grow tallest	ratio | length | time | temperature	0.0	measuring
3052	Students want to find out at which temperature bean plants grow tallest. Which science process skill would be used to find this temperature? 	measuring	bean plants				rule			process | assigning		grow tallest	numbers	0.0	measuring
3053	Students want to find out at which temperature bean plants grow tallest. Which science process skill would be used to find this temperature? 	measuring					comparison with a standard		science process skill	ascertain	0.0		extent | dimensions | quantity | capacity		measuring
3054	Students want to find out at which temperature bean plants grow tallest. Which science process skill would be used to find this temperature? 	measuring					comparing it with an object		science process skill	ascertain	0.0		size | amount | degree		measuring
3055	Students want to find out at which temperature bean plants grow tallest. Which science process skill would be used to find this temperature? 	measuring							science process skill	measure	0.0		length		measuring
3056	Students want to find out at which temperature bean plants grow tallest. Which science process skill would be used to find this temperature? 	measuring							science process skill	measurement	0.0		ratio | length | time | temperature		measuring
3057	Students want to find out at which temperature bean plants grow tallest. Which science process skill would be used to find this temperature? 	measuring					rule		science process skill	process | assigning	0.0		numbers		measuring
3058	Students want to find out at which temperature bean plants grow tallest. Which science process skill would be used to find this temperature? 	classifying	bean plants	surface water	0.0		cleanliness of the water			classified		grow tallest	different classes	0.0	measuring
3059	Students want to find out at which temperature bean plants grow tallest. Which science process skill would be used to find this temperature? 	classifying	bean plants	plants | animals	0.494709155344					classified		grow tallest			measuring
3060	Students want to find out at which temperature bean plants grow tallest. Which science process skill would be used to find this temperature? 	classifying	bean plants	energy	0.0					classified		grow tallest			measuring
3061	Students want to find out at which temperature bean plants grow tallest. Which science process skill would be used to find this temperature? 	classifying	bean plants	energy	0.0					classified		grow tallest	several major groups	0.0	measuring
3062	Students want to find out at which temperature bean plants grow tallest. Which science process skill would be used to find this temperature? 	classifying	bean plants	The response and adaptations shown by animals to changing environment	0.0							grow tallest			measuring
3063	Students want to find out at which temperature bean plants grow tallest. Which science process skill would be used to find this temperature? 	classifying		surface water			cleanliness of the water		science process skill	classified	0.0		different classes		measuring
3064	Students want to find out at which temperature bean plants grow tallest. Which science process skill would be used to find this temperature? 	classifying		plants | animals					science process skill	classified	0.0				measuring
3065	Students want to find out at which temperature bean plants grow tallest. Which science process skill would be used to find this temperature? 	classifying		energy					science process skill	classified	0.0				measuring
3066	Students want to find out at which temperature bean plants grow tallest. Which science process skill would be used to find this temperature? 	classifying		energy					science process skill	classified	0.0		several major groups		measuring
3067	Students want to find out at which temperature bean plants grow tallest. Which science process skill would be used to find this temperature? 	classifying		The response and adaptations shown by animals to changing environment					science process skill						measuring
3068	Students want to find out at which temperature bean plants grow tallest. Which science process skill would be used to find this temperature? 	predicting	bean plants							state | make		grow tallest	declaration	0.0	measuring
3069	Students want to find out at which temperature bean plants grow tallest. Which science process skill would be used to find this temperature? 	predicting	bean plants				special knowledge | inference			tell about something in advance		grow tallest			measuring
3070	Students want to find out at which temperature bean plants grow tallest. Which science process skill would be used to find this temperature? 	predicting	bean plants				experience | knowledge					grow tallest	statement about the way things will happen in the future	0.0	measuring
3071	Students want to find out at which temperature bean plants grow tallest. Which science process skill would be used to find this temperature? 	predicting	bean plants				mortality tables from different time periods			predict		grow tallest			measuring
3072	Students want to find out at which temperature bean plants grow tallest. Which science process skill would be used to find this temperature? 	predicting	bean plants	students	0.0		converting potential energy into kinetic energy			predict		grow tallest	how fast a pendulum will swing	0.0	measuring
3073	Students want to find out at which temperature bean plants grow tallest. Which science process skill would be used to find this temperature? 	predicting	bean plants	farmers | people	0.0		behavioral changes in animals			predict		grow tallest			measuring
3074	Students want to find out at which temperature bean plants grow tallest. Which science process skill would be used to find this temperature? 	predicting	bean plants	climate	0.0					predictable		grow tallest			measuring
3075	Students want to find out at which temperature bean plants grow tallest. Which science process skill would be used to find this temperature? 	predicting							science process skill	state | make	0.0		declaration		measuring
3076	Students want to find out at which temperature bean plants grow tallest. Which science process skill would be used to find this temperature? 	predicting					special knowledge | inference		science process skill	tell about something in advance	0.0				measuring
3077	Students want to find out at which temperature bean plants grow tallest. Which science process skill would be used to find this temperature? 	predicting					experience | knowledge		science process skill				statement about the way things will happen in the future		measuring
3078	Students want to find out at which temperature bean plants grow tallest. Which science process skill would be used to find this temperature? 	predicting					mortality tables from different time periods		science process skill	predict	0.0				measuring
3079	Students want to find out at which temperature bean plants grow tallest. Which science process skill would be used to find this temperature? 	predicting		students			converting potential energy into kinetic energy		science process skill	predict	0.0		how fast a pendulum will swing		measuring
3080	Students want to find out at which temperature bean plants grow tallest. Which science process skill would be used to find this temperature? 	predicting		farmers | people			behavioral changes in animals		science process skill	predict	0.0				measuring
3081	Students want to find out at which temperature bean plants grow tallest. Which science process skill would be used to find this temperature? 	predicting		climate					science process skill	predictable	0.0				measuring
3082	Students want to find out at which temperature bean plants grow tallest. Which science process skill would be used to find this temperature? 	inferring	bean plants	things	0.00694444444444		observations			infer		grow tallest	predict	0.0	measuring
3083	Students want to find out at which temperature bean plants grow tallest. Which science process skill would be used to find this temperature? 	inferring	bean plants	Students	0.0		interpret			infer		grow tallest			measuring
3084	Students want to find out at which temperature bean plants grow tallest. Which science process skill would be used to find this temperature? 	inferring	bean plants							means		grow tallest			measuring
3085	Students want to find out at which temperature bean plants grow tallest. Which science process skill would be used to find this temperature? 	inferring	bean plants	observation	0.0					inferences		grow tallest			measuring
3086	Students want to find out at which temperature bean plants grow tallest. Which science process skill would be used to find this temperature? 	inferring		things			observations		science process skill	infer	0.0		predict		measuring
3087	Students want to find out at which temperature bean plants grow tallest. Which science process skill would be used to find this temperature? 	inferring		Students			interpret		science process skill	infer	0.0				measuring
3088	Students want to find out at which temperature bean plants grow tallest. Which science process skill would be used to find this temperature? 	inferring							science process skill	means	0.0				measuring
3089	Students want to find out at which temperature bean plants grow tallest. Which science process skill would be used to find this temperature? 	inferring		observation					science process skill	inferences	0.0				measuring
3090	A pot is heated on a stove. Which process causes the metal handle of the pot to also become hot? 	conduction	metal handle of the pot	energy	0.0		water | air			conducting		become hot			conduction
